REG,PROV,CODAT,DESC,CESSUFFSC,CESSUFFSP,CESSUFFDI,CESSUFFAF,CESSUFFTOT,Anno
PIE,  ,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
PIE,  ,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
PIE,  ,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,3,1,11,15,2021
PIE,  ,H 53,Servizi postali e attività di corriere                      ,0,0,6,0,6,2021
PIE,  ,I   ,Attività dei servizi alloggio e ristorazione                ,30,95,75,1,201,2021
PIE,  ,I 55,Alloggio                                                    ,2,2,7,0,11,2021
PIE,  ,I 56,Attività dei servizi di ristorazione                        ,28,93,68,1,190,2021
PIE,  ,J   ,Servizi di informazione e comunicazione                     ,25,10,20,1,56,2021
PIE,  ,J 58,Attività editoriali                                         ,3,3,3,0,9,2021
PIE,  ,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,1,0,1,2021
PIE,  ,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2021
PIE,  ,J 61,Telecomunicazioni                                           ,1,0,5,0,6,2021
PIE,  ,J 62,"Produzione di software, consulenza informatica e attività...",12,1,7,0,20,2021
PIE,  ,J 63,Attività dei servizi d'informazione e altri servizi infor...,9,6,4,1,20,2021
PIE,  ,K   ,Attività finanziarie e assicurative                         ,5,6,12,0,23,2021
PIE,  ,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,2,2,0,0,4,2021
PIE,  ,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2021
PIE,  ,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,3,4,12,0,19,2021
PIE,  ,L   ,Attivita' immobiliari                                       ,40,15,11,0,66,2021
PIE,  ,L 68,Attivita' immobiliari                                       ,40,15,11,0,66,2021
PIE,  ,M   ,"Attività professionali, scientifiche e tecniche             ",38,25,28,3,94,2021
PIE,  ,M 69,Attività legali e contabilità                               ,5,1,2,0,8,2021
PIE,  ,M 70,Attività di direzione aziendale e di consulenza gestional...,12,11,8,0,31,2021
PIE,  ,M 71,Attività degli studi di architettura e d'ingegneria; coll...,9,2,2,1,14,2021
PIE,  ,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,1,1,2021
PIE,  ,M 73,Pubblicità e ricerche di mercato                            ,7,4,6,0,17,2021
PIE,  ,M 74,"Altre attività professionali, scientifiche e tecniche       ",5,7,10,1,23,2021
PIE,  ,M 75,Servizi veterinari                                          ,0,0,0,0,0,2021
PIE,  ,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",20,11,65,3,99,2021
PIE,  ,N 77,Attività di noleggio e leasing operativo                    ,1,3,2,0,6,2021
PIE,  ,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,1,0,1,2021
PIE,  ,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",5,2,1,0,8,2021
PIE,  ,N 80,Servizi di vigilanza e investigazione                       ,2,1,0,0,3,2021
PIE,  ,N 81,Attività di servizi per edifici e paesaggio                 ,1,2,23,3,29,2021
PIE,  ,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,11,3,38,0,52,2021
PIE,  ,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
PIE,  ,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
PIE,  ,P   ,Istruzione                                                  ,0,6,3,1,10,2021
PIE,  ,P 85,Istruzione                                                  ,0,6,3,1,10,2021
PIE,  ,Q   ,Sanita' e assistenza sociale                                ,1,0,2,5,8,2021
PIE,  ,Q 86,Assistenza sanitaria                                        ,1,0,0,0,1,2021
PIE,  ,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,1,1,2021
PIE,  ,Q 88,Assistenza sociale non residenziale                         ,0,0,2,4,6,2021
PIE,  ,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",15,2,11,1,29,2021
PIE,  ,R 90,"Attività creative, artistiche e di intrattenimento          ",1,0,3,1,5,2021
PIE,  ,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2021
PIE,  ,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",1,0,0,0,1,2021
PIE,  ,R 93,"Attività sportive, di intrattenimento e di divertimento     ",13,2,8,0,23,2021
PIE,  ,S   ,Altre attività di servizi                                   ,8,8,27,2,45,2021
PIE,  ,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2021
PIE,  ,S 95,Riparazione di computer e di beni per uso personale e per...,2,2,4,1,9,2021
PIE,  ,S 96,Altre attività di servizi per la persona                    ,6,6,23,1,36,2021
PIE,  ,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
PIE,  ,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
PIE,  ,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2021
PIE,  ,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
PIE,  ,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
PIE,  ,XX  ,Imprese non classificate                                    ,67,46,30,12,155,2021
PIE,  ,TOT ,TOTALE                                                      ,489,645,1405,59,2598,2021
PIE,TO,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,7,0,7,2021
PIE,TO,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,7,0,7,2021
PIE,TO,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2021
PIE,TO,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2021
PIE,TO,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2021
PIE,TO,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2021
PIE,TO,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2021
PIE,TO,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2021
PIE,TO,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2021
PIE,TO,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2021
PIE,TO,C   ,Attività manifatturiere                                     ,27,81,26,1,135,2021
PIE,TO,C 10,Industrie alimentari                                        ,1,0,4,0,5,2021
PIE,TO,C 11,Industria delle bevande                                     ,0,0,0,0,0,2021
PIE,TO,C 12,Industria del tabacco                                       ,0,0,0,0,0,2021
PIE,TO,C 13,Industrie tessili                                           ,0,1,0,0,1,2021
PIE,TO,C 14,Confezione di articoli di abbigliamento; confezione di ar...,1,3,1,0,5,2021
PIE,TO,C 15,Fabbricazione di articoli in pelle e simili                 ,0,1,0,0,1,2021
PIE,TO,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,2,2,0,4,2021
PIE,TO,C 17,Fabbricazione di carta e di prodotti di carta               ,1,1,0,0,2,2021
PIE,TO,C 18,Stampa e riproduzione di supporti registrati                ,3,5,0,0,8,2021
PIE,TO,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2021
PIE,TO,C 20,Fabbricazione di prodotti chimici                           ,0,3,0,0,3,2021
PIE,TO,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2021
PIE,TO,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,4,2,1,0,7,2021
PIE,TO,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,1,1,0,0,2,2021
PIE,TO,C 24,Metallurgia                                                 ,0,0,0,0,0,2021
PIE,TO,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,7,30,8,0,45,2021
PIE,TO,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,1,8,1,0,10,2021
PIE,TO,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,1,6,0,0,7,2021
PIE,TO,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,3,8,4,0,15,2021
PIE,TO,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",1,5,0,1,7,2021
PIE,TO,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,2,0,2,2021
PIE,TO,C 31,Fabbricazione di mobili                                     ,1,1,0,0,2,2021
PIE,TO,C 32,Altre industrie manifatturiere                              ,1,3,2,0,6,2021
PIE,TO,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",1,1,1,0,3,2021
PIE,TO,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
PIE,TO,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
PIE,TO,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,1,0,0,1,2021
PIE,TO,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2021
PIE,TO,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2021
PIE,TO,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,1,0,0,1,2021
PIE,TO,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2021
PIE,TO,F   ,Costruzioni                                                 ,30,20,45,7,102,2021
PIE,TO,F 41,Costruzione di edifici                                      ,22,13,11,2,48,2021
PIE,TO,F 42,Ingegneria civile                                           ,1,1,0,0,2,2021
PIE,TO,F 43,Lavori di costruzione specializzati                         ,7,6,34,5,52,2021
PIE,TO,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,30,135,90,0,255,2021
PIE,TO,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,1,11,3,0,15,2021
PIE,TO,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,12,67,18,0,97,2021
PIE,TO,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,17,57,69,0,143,2021
PIE,TO,H   ,Trasporto e magazzinaggio                                   ,3,9,12,8,32,2021
PIE,TO,H 49,Trasporto terrestre e mediante condotte                     ,3,8,9,3,23,2021
PIE,TO,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
PIE,TO,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
PIE,TO,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,1,1,5,7,2021
PIE,TO,H 53,Servizi postali e attività di corriere                      ,0,0,2,0,2,2021
PIE,TO,I   ,Attività dei servizi alloggio e ristorazione                ,18,22,10,0,50,2021
PIE,TO,I 55,Alloggio                                                    ,2,0,3,0,5,2021
PIE,TO,I 56,Attività dei servizi di ristorazione                        ,16,22,7,0,45,2021
PIE,TO,J   ,Servizi di informazione e comunicazione                     ,16,8,5,0,29,2021
PIE,TO,J 58,Attività editoriali                                         ,0,1,1,0,2,2021
PIE,TO,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,1,0,1,2021
PIE,TO,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2021
PIE,TO,J 61,Telecomunicazioni                                           ,1,0,2,0,3,2021
PIE,TO,J 62,"Produzione di software, consulenza informatica e attività...",8,1,0,0,9,2021
PIE,TO,J 63,Attività dei servizi d'informazione e altri servizi infor...,7,6,1,0,14,2021
PIE,TO,K   ,Attività finanziarie e assicurative                         ,2,3,1,0,6,2021
PIE,TO,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,1,0,0,1,2021
PIE,TO,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2021
PIE,TO,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,2,2,1,0,5,2021
PIE,TO,L   ,Attivita' immobiliari                                       ,14,8,2,0,24,2021
PIE,TO,L 68,Attivita' immobiliari                                       ,14,8,2,0,24,2021
PIE,TO,M   ,"Attività professionali, scientifiche e tecniche             ",18,18,5,1,42,2021
PIE,TO,M 69,Attività legali e contabilità                               ,3,1,1,0,5,2021
PIE,TO,M 70,Attività di direzione aziendale e di consulenza gestional...,6,8,0,0,14,2021
PIE,TO,M 71,Attività degli studi di architettura e d'ingegneria; coll...,4,2,1,0,7,2021
PIE,TO,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,1,1,2021
PIE,TO,M 73,Pubblicità e ricerche di mercato                            ,3,2,2,0,7,2021
PIE,TO,M 74,"Altre attività professionali, scientifiche e tecniche       ",2,5,1,0,8,2021
PIE,TO,M 75,Servizi veterinari                                          ,0,0,0,0,0,2021
PIE,TO,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",12,5,7,1,25,2021
PIE,TO,N 77,Attività di noleggio e leasing operativo                    ,0,1,2,0,3,2021
PIE,TO,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,1,0,1,2021
PIE,TO,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",3,2,0,0,5,2021
PIE,TO,N 80,Servizi di vigilanza e investigazione                       ,1,0,0,0,1,2021
PIE,TO,N 81,Attività di servizi per edifici e paesaggio                 ,0,1,2,1,4,2021
PIE,TO,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,8,1,2,0,11,2021
PIE,TO,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
PIE,TO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
PIE,TO,P   ,Istruzione                                                  ,0,5,1,0,6,2021
PIE,TO,P 85,Istruzione                                                  ,0,5,1,0,6,2021
PIE,TO,Q   ,Sanita' e assistenza sociale                                ,0,0,0,4,4,2021
PIE,TO,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2021
PIE,TO,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,1,1,2021
PIE,TO,Q 88,Assistenza sociale non residenziale                         ,0,0,0,3,3,2021
PIE,TO,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",7,1,3,1,12,2021
PIE,TO,R 90,"Attività creative, artistiche e di intrattenimento          ",1,0,2,1,4,2021
PIE,TO,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2021
PIE,TO,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2021
PIE,TO,R 93,"Attività sportive, di intrattenimento e di divertimento     ",6,1,1,0,8,2021
PIE,TO,S   ,Altre attività di servizi                                   ,5,3,4,1,13,2021
PIE,TO,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2021
PIE,TO,S 95,Riparazione di computer e di beni per uso personale e per...,1,1,1,0,3,2021
PIE,TO,S 96,Altre attività di servizi per la persona                    ,4,2,3,1,10,2021
PIE,TO,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
PIE,TO,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
PIE,TO,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2021
PIE,TO,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
PIE,TO,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
PIE,TO,XX  ,Imprese non classificate                                    ,25,0,0,4,29,2021
PIE,TO,TOT ,TOTALE                                                      ,207,319,218,28,772,2021
PIE,VC,A   ,"Agricoltura, silvicoltura pesca                             ",2,3,19,0,24,2021
PIE,VC,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",2,1,19,0,22,2021
PIE,VC,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,2,0,0,2,2021
PIE,VC,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2021
PIE,VC,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2021
PIE,VC,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2021
PIE,VC,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2021
PIE,VC,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2021
PIE,VC,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2021
PIE,VC,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2021
PIE,VC,C   ,Attività manifatturiere                                     ,16,28,19,0,63,2021
PIE,VC,C 10,Industrie alimentari                                        ,0,2,2,0,4,2021
PIE,VC,C 11,Industria delle bevande                                     ,0,0,0,0,0,2021
PIE,VC,C 12,Industria del tabacco                                       ,0,0,0,0,0,2021
PIE,VC,C 13,Industrie tessili                                           ,4,7,0,0,11,2021
PIE,VC,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,4,0,0,4,2021
PIE,VC,C 15,Fabbricazione di articoli in pelle e simili                 ,1,3,0,0,4,2021
PIE,VC,C 16,Industria del legno e dei prodotti in legno e sughero (es...,1,3,2,0,6,2021
PIE,VC,C 17,Fabbricazione di carta e di prodotti di carta               ,0,1,0,0,1,2021
PIE,VC,C 18,Stampa e riproduzione di supporti registrati                ,0,0,1,0,1,2021
PIE,VC,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2021
PIE,VC,C 20,Fabbricazione di prodotti chimici                           ,1,0,0,0,1,2021
PIE,VC,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2021
PIE,VC,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,1,0,1,0,2,2021
PIE,VC,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,1,0,0,1,2021
PIE,VC,C 24,Metallurgia                                                 ,0,0,0,0,0,2021
PIE,VC,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,1,3,6,0,10,2021
PIE,VC,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,1,0,1,2021
PIE,VC,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,1,1,0,0,2,2021
PIE,VC,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,3,1,3,0,7,2021
PIE,VC,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,2,0,0,2,2021
PIE,VC,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2021
PIE,VC,C 31,Fabbricazione di mobili                                     ,1,0,1,0,2,2021
PIE,VC,C 32,Altre industrie manifatturiere                              ,0,0,1,0,1,2021
PIE,VC,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",2,0,1,0,3,2021
PIE,VC,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
PIE,VC,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
PIE,VC,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2021
PIE,VC,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2021
PIE,VC,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2021
PIE,VC,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2021
PIE,VC,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2021
PIE,VC,F   ,Costruzioni                                                 ,11,10,50,0,71,2021
PIE,VC,F 41,Costruzione di edifici                                      ,7,6,4,0,17,2021
PIE,VC,F 42,Ingegneria civile                                           ,0,0,0,0,0,2021
PIE,VC,F 43,Lavori di costruzione specializzati                         ,4,4,46,0,54,2021
PIE,VC,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,18,24,54,0,96,2021
PIE,VC,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,4,4,5,0,13,2021
PIE,VC,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,10,11,7,0,28,2021
PIE,VC,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,4,9,42,0,55,2021
PIE,VC,H   ,Trasporto e magazzinaggio                                   ,0,0,2,1,3,2021
PIE,VC,H 49,Trasporto terrestre e mediante condotte                     ,0,0,2,0,2,2021
PIE,VC,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
PIE,VC,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
PIE,VC,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,1,1,2021
PIE,VC,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2021
PIE,VC,I   ,Attività dei servizi alloggio e ristorazione                ,4,10,6,0,20,2021
PIE,VC,I 55,Alloggio                                                    ,0,0,0,0,0,2021
PIE,VC,I 56,Attività dei servizi di ristorazione                        ,4,10,6,0,20,2021
PIE,VC,J   ,Servizi di informazione e comunicazione                     ,3,0,2,0,5,2021
PIE,VC,J 58,Attività editoriali                                         ,1,0,0,0,1,2021
PIE,VC,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2021
PIE,VC,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2021
PIE,VC,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2021
PIE,VC,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,0,0,2021
PIE,VC,J 63,Attività dei servizi d'informazione e altri servizi infor...,2,0,2,0,4,2021
PIE,VC,K   ,Attività finanziarie e assicurative                         ,0,0,4,0,4,2021
PIE,VC,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2021
PIE,VC,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2021
PIE,VC,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,4,0,4,2021
PIE,VC,L   ,Attivita' immobiliari                                       ,12,1,0,0,13,2021
PIE,VC,L 68,Attivita' immobiliari                                       ,12,1,0,0,13,2021
PIE,VC,M   ,"Attività professionali, scientifiche e tecniche             ",4,1,5,0,10,2021
PIE,VC,M 69,Attività legali e contabilità                               ,1,0,0,0,1,2021
PIE,VC,M 70,Attività di direzione aziendale e di consulenza gestional...,2,0,1,0,3,2021
PIE,VC,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2021
PIE,VC,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2021
PIE,VC,M 73,Pubblicità e ricerche di mercato                            ,0,1,1,0,2,2021
PIE,VC,M 74,"Altre attività professionali, scientifiche e tecniche       ",1,0,3,0,4,2021
PIE,VC,M 75,Servizi veterinari                                          ,0,0,0,0,0,2021
PIE,VC,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",3,2,3,0,8,2021
PIE,VC,N 77,Attività di noleggio e leasing operativo                    ,1,0,0,0,1,2021
PIE,VC,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2021
PIE,VC,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",1,0,0,0,1,2021
PIE,VC,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2021
PIE,VC,N 81,Attività di servizi per edifici e paesaggio                 ,1,0,2,0,3,2021
PIE,VC,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,2,1,0,3,2021
