REG,PROV,CODAT,DESC,CESSUFFSC,CESSUFFSP,CESSUFFDI,CESSUFFAF,CESSUFFTOT,Anno
LOM,CO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
LOM,CO,P   ,Istruzione                                                  ,0,0,0,0,0,2021
LOM,CO,P 85,Istruzione                                                  ,0,0,0,0,0,2021
LOM,CO,Q   ,Sanita' e assistenza sociale                                ,0,0,0,1,1,2021
LOM,CO,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2021
LOM,CO,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2021
LOM,CO,Q 88,Assistenza sociale non residenziale                         ,0,0,0,1,1,2021
LOM,CO,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,0,0,0,2021
LOM,CO,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,0,0,0,2021
LOM,CO,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2021
LOM,CO,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2021
LOM,CO,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,0,0,0,2021
LOM,CO,S   ,Altre attività di servizi                                   ,0,0,0,0,0,2021
LOM,CO,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2021
LOM,CO,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,0,0,0,2021
LOM,CO,S 96,Altre attività di servizi per la persona                    ,0,0,0,0,0,2021
LOM,CO,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,CO,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,CO,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2021
LOM,CO,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,CO,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,CO,XX  ,Imprese non classificate                                    ,3,0,0,1,4,2021
LOM,CO,TOT ,TOTALE                                                      ,25,1,0,3,29,2021
LOM,SO,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,0,0,0,2021
LOM,SO,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,0,0,0,2021
LOM,SO,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2021
LOM,SO,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2021
LOM,SO,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2021
LOM,SO,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2021
LOM,SO,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2021
LOM,SO,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2021
LOM,SO,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2021
LOM,SO,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2021
LOM,SO,C   ,Attività manifatturiere                                     ,0,0,0,0,0,2021
LOM,SO,C 10,Industrie alimentari                                        ,0,0,0,0,0,2021
LOM,SO,C 11,Industria delle bevande                                     ,0,0,0,0,0,2021
LOM,SO,C 12,Industria del tabacco                                       ,0,0,0,0,0,2021
LOM,SO,C 13,Industrie tessili                                           ,0,0,0,0,0,2021
LOM,SO,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,0,0,0,0,2021
LOM,SO,C 15,Fabbricazione di articoli in pelle e simili                 ,0,0,0,0,0,2021
LOM,SO,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,0,0,0,0,2021
LOM,SO,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2021
LOM,SO,C 18,Stampa e riproduzione di supporti registrati                ,0,0,0,0,0,2021
LOM,SO,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2021
LOM,SO,C 20,Fabbricazione di prodotti chimici                           ,0,0,0,0,0,2021
LOM,SO,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2021
LOM,SO,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,0,0,0,2021
LOM,SO,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,0,0,0,0,2021
LOM,SO,C 24,Metallurgia                                                 ,0,0,0,0,0,2021
LOM,SO,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,0,0,0,0,0,2021
LOM,SO,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,0,0,0,2021
LOM,SO,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,0,0,0,0,2021
LOM,SO,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,0,0,0,0,0,2021
LOM,SO,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2021
LOM,SO,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2021
LOM,SO,C 31,Fabbricazione di mobili                                     ,0,0,0,0,0,2021
LOM,SO,C 32,Altre industrie manifatturiere                              ,0,0,0,0,0,2021
LOM,SO,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,0,0,0,2021
LOM,SO,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
LOM,SO,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
LOM,SO,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2021
LOM,SO,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2021
LOM,SO,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2021
LOM,SO,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2021
LOM,SO,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2021
LOM,SO,F   ,Costruzioni                                                 ,0,0,0,0,0,2021
LOM,SO,F 41,Costruzione di edifici                                      ,0,0,0,0,0,2021
LOM,SO,F 42,Ingegneria civile                                           ,0,0,0,0,0,2021
LOM,SO,F 43,Lavori di costruzione specializzati                         ,0,0,0,0,0,2021
LOM,SO,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,0,0,0,0,0,2021
LOM,SO,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,0,0,0,0,2021
LOM,SO,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,0,0,0,0,0,2021
LOM,SO,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,0,0,0,0,0,2021
LOM,SO,H   ,Trasporto e magazzinaggio                                   ,0,0,0,0,0,2021
LOM,SO,H 49,Trasporto terrestre e mediante condotte                     ,0,0,0,0,0,2021
LOM,SO,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
LOM,SO,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
LOM,SO,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,0,0,2021
LOM,SO,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2021
LOM,SO,I   ,Attività dei servizi alloggio e ristorazione                ,0,0,0,0,0,2021
LOM,SO,I 55,Alloggio                                                    ,0,0,0,0,0,2021
LOM,SO,I 56,Attività dei servizi di ristorazione                        ,0,0,0,0,0,2021
LOM,SO,J   ,Servizi di informazione e comunicazione                     ,0,0,0,0,0,2021
LOM,SO,J 58,Attività editoriali                                         ,0,0,0,0,0,2021
LOM,SO,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2021
LOM,SO,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2021
LOM,SO,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2021
LOM,SO,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,0,0,2021
LOM,SO,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,0,0,0,2021
LOM,SO,K   ,Attività finanziarie e assicurative                         ,0,0,0,0,0,2021
LOM,SO,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2021
LOM,SO,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2021
LOM,SO,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,0,0,0,2021
LOM,SO,L   ,Attivita' immobiliari                                       ,0,0,0,0,0,2021
LOM,SO,L 68,Attivita' immobiliari                                       ,0,0,0,0,0,2021
LOM,SO,M   ,"Attività professionali, scientifiche e tecniche             ",0,0,0,0,0,2021
LOM,SO,M 69,Attività legali e contabilità                               ,0,0,0,0,0,2021
LOM,SO,M 70,Attività di direzione aziendale e di consulenza gestional...,0,0,0,0,0,2021
LOM,SO,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2021
LOM,SO,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2021
LOM,SO,M 73,Pubblicità e ricerche di mercato                            ,0,0,0,0,0,2021
LOM,SO,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,0,0,0,2021
LOM,SO,M 75,Servizi veterinari                                          ,0,0,0,0,0,2021
LOM,SO,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",0,0,0,0,0,2021
LOM,SO,N 77,Attività di noleggio e leasing operativo                    ,0,0,0,0,0,2021
LOM,SO,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2021
LOM,SO,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2021
LOM,SO,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2021
LOM,SO,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,0,0,0,2021
LOM,SO,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,0,0,0,2021
LOM,SO,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
LOM,SO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
LOM,SO,P   ,Istruzione                                                  ,0,0,0,0,0,2021
LOM,SO,P 85,Istruzione                                                  ,0,0,0,0,0,2021
LOM,SO,Q   ,Sanita' e assistenza sociale                                ,0,0,0,0,0,2021
LOM,SO,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2021
LOM,SO,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2021
LOM,SO,Q 88,Assistenza sociale non residenziale                         ,0,0,0,0,0,2021
LOM,SO,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,0,0,0,2021
LOM,SO,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,0,0,0,2021
LOM,SO,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2021
LOM,SO,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2021
LOM,SO,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,0,0,0,2021
LOM,SO,S   ,Altre attività di servizi                                   ,0,0,0,0,0,2021
LOM,SO,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2021
LOM,SO,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,0,0,0,2021
LOM,SO,S 96,Altre attività di servizi per la persona                    ,0,0,0,0,0,2021
LOM,SO,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,SO,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,SO,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2021
LOM,SO,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,SO,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,SO,XX  ,Imprese non classificate                                    ,0,0,0,0,0,2021
LOM,SO,TOT ,TOTALE                                                      ,0,0,0,0,0,2021
LOM,MI,A   ,"Agricoltura, silvicoltura pesca                             ",0,1,34,1,36,2021
LOM,MI,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,1,33,1,35,2021
LOM,MI,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,1,0,1,2021
LOM,MI,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2021
LOM,MI,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2021
LOM,MI,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2021
LOM,MI,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2021
LOM,MI,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2021
LOM,MI,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2021
LOM,MI,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2021
LOM,MI,C   ,Attività manifatturiere                                     ,62,16,425,3,506,2021
LOM,MI,C 10,Industrie alimentari                                        ,6,2,21,0,29,2021
LOM,MI,C 11,Industria delle bevande                                     ,1,0,0,0,1,2021
LOM,MI,C 12,Industria del tabacco                                       ,0,0,0,0,0,2021
LOM,MI,C 13,Industrie tessili                                           ,0,1,21,0,22,2021
LOM,MI,C 14,Confezione di articoli di abbigliamento; confezione di ar...,6,1,86,0,93,2021
LOM,MI,C 15,Fabbricazione di articoli in pelle e simili                 ,1,0,22,0,23,2021
LOM,MI,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,3,25,2,30,2021
LOM,MI,C 17,Fabbricazione di carta e di prodotti di carta               ,4,0,6,0,10,2021
LOM,MI,C 18,Stampa e riproduzione di supporti registrati                ,4,2,19,0,25,2021
LOM,MI,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2021
LOM,MI,C 20,Fabbricazione di prodotti chimici                           ,3,0,1,1,5,2021
LOM,MI,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2021
LOM,MI,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,3,1,5,0,9,2021
LOM,MI,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,3,0,14,0,17,2021
LOM,MI,C 24,Metallurgia                                                 ,1,0,1,0,2,2021
LOM,MI,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,12,2,101,0,115,2021
LOM,MI,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,6,1,8,0,15,2021
LOM,MI,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,2,1,11,0,14,2021
LOM,MI,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,6,1,9,0,16,2021
LOM,MI,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,1,0,1,2021
LOM,MI,C 30,Fabbricazione di altri mezzi di trasporto                   ,1,0,3,0,4,2021
LOM,MI,C 31,Fabbricazione di mobili                                     ,1,0,13,0,14,2021
LOM,MI,C 32,Altre industrie manifatturiere                              ,0,1,33,0,34,2021
LOM,MI,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",2,0,25,0,27,2021
LOM,MI,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",1,0,2,0,3,2021
LOM,MI,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",1,0,2,0,3,2021
LOM,MI,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",1,0,4,0,5,2021
LOM,MI,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2021
LOM,MI,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2021
LOM,MI,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",1,0,4,0,5,2021
LOM,MI,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2021
LOM,MI,F   ,Costruzioni                                                 ,49,9,2434,12,2504,2021
LOM,MI,F 41,Costruzione di edifici                                      ,35,6,363,6,410,2021
LOM,MI,F 42,Ingegneria civile                                           ,1,0,6,1,8,2021
LOM,MI,F 43,Lavori di costruzione specializzati                         ,13,3,2065,5,2086,2021
LOM,MI,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,92,11,1958,0,2061,2021
LOM,MI,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,4,2,138,0,144,2021
LOM,MI,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,64,4,605,0,673,2021
LOM,MI,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,24,5,1215,0,1244,2021
LOM,MI,H   ,Trasporto e magazzinaggio                                   ,11,0,491,17,519,2021
LOM,MI,H 49,Trasporto terrestre e mediante condotte                     ,6,0,354,2,362,2021
LOM,MI,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
LOM,MI,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
LOM,MI,H 52,Magazzinaggio e attività di supporto ai trasporti           ,5,0,31,15,51,2021
LOM,MI,H 53,Servizi postali e attività di corriere                      ,0,0,106,0,106,2021
LOM,MI,I   ,Attività dei servizi alloggio e ristorazione                ,29,4,402,0,435,2021
LOM,MI,I 55,Alloggio                                                    ,3,1,9,0,13,2021
LOM,MI,I 56,Attività dei servizi di ristorazione                        ,26,3,393,0,422,2021
LOM,MI,J   ,Servizi di informazione e comunicazione                     ,35,2,239,2,278,2021
LOM,MI,J 58,Attività editoriali                                         ,2,0,21,0,23,2021
LOM,MI,J 59,"Attività di produzione cinematografica, di video e di pro...",4,0,17,0,21,2021
LOM,MI,J 60,Attività di programmazione e trasmissione                   ,0,0,1,0,1,2021
LOM,MI,J 61,Telecomunicazioni                                           ,0,0,136,0,136,2021
LOM,MI,J 62,"Produzione di software, consulenza informatica e attività...",23,0,44,0,67,2021
LOM,MI,J 63,Attività dei servizi d'informazione e altri servizi infor...,6,2,20,2,30,2021
LOM,MI,K   ,Attività finanziarie e assicurative                         ,14,1,63,0,78,2021
LOM,MI,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,7,0,2,0,9,2021
LOM,MI,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2021
LOM,MI,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,7,1,61,0,69,2021
LOM,MI,L   ,Attivita' immobiliari                                       ,72,6,36,0,114,2021
LOM,MI,L 68,Attivita' immobiliari                                       ,72,6,36,0,114,2021
LOM,MI,M   ,"Attività professionali, scientifiche e tecniche             ",53,13,277,4,347,2021
LOM,MI,M 69,Attività legali e contabilità                               ,3,0,16,1,20,2021
LOM,MI,M 70,Attività di direzione aziendale e di consulenza gestional...,23,5,52,1,81,2021
LOM,MI,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,1,18,0,19,2021
LOM,MI,M 72,Ricerca scientifica e sviluppo                              ,1,1,1,0,3,2021
LOM,MI,M 73,Pubblicità e ricerche di mercato                            ,11,2,96,1,110,2021
LOM,MI,M 74,"Altre attività professionali, scientifiche e tecniche       ",15,4,94,1,114,2021
LOM,MI,M 75,Servizi veterinari                                          ,0,0,0,0,0,2021
LOM,MI,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",35,7,368,13,423,2021
LOM,MI,N 77,Attività di noleggio e leasing operativo                    ,5,1,20,0,26,2021
LOM,MI,N 78,"Attività di ricerca, selezione, fornitura di personale      ",2,0,1,0,3,2021
LOM,MI,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",5,1,7,0,13,2021
LOM,MI,N 80,Servizi di vigilanza e investigazione                       ,2,0,4,1,7,2021
LOM,MI,N 81,Attività di servizi per edifici e paesaggio                 ,7,2,209,5,223,2021
LOM,MI,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,14,3,127,7,151,2021
LOM,MI,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
LOM,MI,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2021
LOM,MI,P   ,Istruzione                                                  ,1,0,8,1,10,2021
LOM,MI,P 85,Istruzione                                                  ,1,0,8,1,10,2021
LOM,MI,Q   ,Sanita' e assistenza sociale                                ,2,0,5,7,14,2021
LOM,MI,Q 86,Assistenza sanitaria                                        ,2,0,2,1,5,2021
LOM,MI,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,3,3,2021
LOM,MI,Q 88,Assistenza sociale non residenziale                         ,0,0,3,3,6,2021
LOM,MI,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",7,2,53,1,63,2021
LOM,MI,R 90,"Attività creative, artistiche e di intrattenimento          ",3,1,22,0,26,2021
LOM,MI,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2021
LOM,MI,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,4,0,4,2021
LOM,MI,R 93,"Attività sportive, di intrattenimento e di divertimento     ",4,1,27,1,33,2021
LOM,MI,S   ,Altre attività di servizi                                   ,5,8,216,1,230,2021
LOM,MI,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2021
LOM,MI,S 95,Riparazione di computer e di beni per uso personale e per...,2,3,55,1,61,2021
LOM,MI,S 96,Altre attività di servizi per la persona                    ,3,5,161,0,169,2021
LOM,MI,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,MI,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2021
LOM,MI,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2021
LOM,MI,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,MI,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2021
LOM,MI,XX  ,Imprese non classificate                                    ,92,10,3,17,122,2021
LOM,MI,TOT ,TOTALE                                                      ,561,90,7018,79,7748,2021
LOM,BG,A   ,"Agricoltura, silvicoltura pesca                             ",3,0,0,2,5,2021
LOM,BG,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",3,0,0,2,5,2021
LOM,BG,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2021
LOM,BG,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2021
LOM,BG,B   ,Estrazione di minerali da cave e miniere                    ,1,0,1,0,2,2021
LOM,BG,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2021
LOM,BG,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2021
LOM,BG,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2021
LOM,BG,B 08,Altre attività di estrazione di minerali da cave e miniere  ,1,0,1,0,2,2021
LOM,BG,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2021
LOM,BG,C   ,Attività manifatturiere                                     ,30,2,14,3,49,2021
LOM,BG,C 10,Industrie alimentari                                        ,4,1,0,1,6,2021
LOM,BG,C 11,Industria delle bevande                                     ,1,0,0,0,1,2021
LOM,BG,C 12,Industria del tabacco                                       ,0,0,0,0,0,2021
LOM,BG,C 13,Industrie tessili                                           ,2,0,2,0,4,2021
LOM,BG,C 14,Confezione di articoli di abbigliamento; confezione di ar...,2,0,1,0,3,2021
LOM,BG,C 15,Fabbricazione di articoli in pelle e simili                 ,1,0,0,0,1,2021
LOM,BG,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,0,0,0,0,2021
LOM,BG,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2021
LOM,BG,C 18,Stampa e riproduzione di supporti registrati                ,2,0,0,0,2,2021
LOM,BG,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2021
LOM,BG,C 20,Fabbricazione di prodotti chimici                           ,1,0,0,0,1,2021
LOM,BG,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2021
LOM,BG,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,4,1,2,0,7,2021
LOM,BG,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,3,0,1,0,4,2021
LOM,BG,C 24,Metallurgia                                                 ,2,0,1,0,3,2021
LOM,BG,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,1,0,2,1,4,2021
LOM,BG,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,2,0,0,0,2,2021
LOM,BG,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,3,0,1,1,5,2021
LOM,BG,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,1,0,0,0,1,2021
LOM,BG,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2021
LOM,BG,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2021
LOM,BG,C 31,Fabbricazione di mobili                                     ,1,0,1,0,2,2021
LOM,BG,C 32,Altre industrie manifatturiere                              ,0,0,0,0,0,2021
LOM,BG,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,3,0,3,2021
LOM,BG,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
LOM,BG,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2021
LOM,BG,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2021
LOM,BG,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2021
LOM,BG,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2021
LOM,BG,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2021
LOM,BG,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2021
LOM,BG,F   ,Costruzioni                                                 ,3,0,43,2,48,2021
LOM,BG,F 41,Costruzione di edifici                                      ,3,0,6,1,10,2021
LOM,BG,F 42,Ingegneria civile                                           ,0,0,1,0,1,2021
LOM,BG,F 43,Lavori di costruzione specializzati                         ,0,0,36,1,37,2021
LOM,BG,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,20,0,20,1,41,2021
LOM,BG,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,1,0,2,0,3,2021
LOM,BG,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,10,0,7,0,17,2021
LOM,BG,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,9,0,11,1,21,2021
LOM,BG,H   ,Trasporto e magazzinaggio                                   ,2,0,8,1,11,2021
LOM,BG,H 49,Trasporto terrestre e mediante condotte                     ,1,0,7,0,8,2021
LOM,BG,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2021
LOM,BG,H 51,Trasporto aereo                                             ,0,0,0,0,0,2021
LOM,BG,H 52,Magazzinaggio e attività di supporto ai trasporti           ,1,0,1,1,3,2021
LOM,BG,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2021
LOM,BG,I   ,Attività dei servizi alloggio e ristorazione                ,0,0,5,0,5,2021
LOM,BG,I 55,Alloggio                                                    ,0,0,0,0,0,2021
LOM,BG,I 56,Attività dei servizi di ristorazione                        ,0,0,5,0,5,2021
LOM,BG,J   ,Servizi di informazione e comunicazione                     ,1,0,0,0,1,2021
LOM,BG,J 58,Attività editoriali                                         ,0,0,0,0,0,2021
LOM,BG,J 59,"Attività di produzione cinematografica, di video e di pro...",1,0,0,0,1,2021
LOM,BG,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2021
LOM,BG,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2021
LOM,BG,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,0,0,2021
LOM,BG,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,0,0,0,2021
