REG,PROV,CODAT,DESC,CESSUFFSC,CESSUFFSP,CESSUFFDI,CESSUFFAF,CESSUFFTOT,Anno
VAO,  ,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2023
VAO,  ,P   ,Istruzione                                                  ,0,0,0,0,0,2023
VAO,  ,P 85,Istruzione                                                  ,0,0,0,0,0,2023
VAO,  ,Q   ,Sanita' e assistenza sociale                                ,0,0,0,0,0,2023
VAO,  ,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2023
VAO,  ,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2023
VAO,  ,Q 88,Assistenza sociale non residenziale                         ,0,0,0,0,0,2023
VAO,  ,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,0,0,0,2023
VAO,  ,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,0,0,0,2023
VAO,  ,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2023
VAO,  ,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2023
VAO,  ,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,0,0,0,2023
VAO,  ,S   ,Altre attività di servizi                                   ,0,0,0,0,0,2023
VAO,  ,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2023
VAO,  ,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,0,0,0,2023
VAO,  ,S 96,Altre attività di servizi per la persona                    ,0,0,0,0,0,2023
VAO,  ,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
VAO,  ,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
VAO,  ,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2023
VAO,  ,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
VAO,  ,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
VAO,  ,XX  ,Imprese non classificate                                    ,0,0,0,0,0,2023
VAO,  ,TOT ,TOTALE                                                      ,0,0,0,2,2,2023
VAO,AO,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,0,0,0,2023
VAO,AO,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,0,0,0,2023
VAO,AO,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2023
VAO,AO,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2023
VAO,AO,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2023
VAO,AO,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2023
VAO,AO,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2023
VAO,AO,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2023
VAO,AO,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2023
VAO,AO,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2023
VAO,AO,C   ,Attività manifatturiere                                     ,0,0,0,0,0,2023
VAO,AO,C 10,Industrie alimentari                                        ,0,0,0,0,0,2023
VAO,AO,C 11,Industria delle bevande                                     ,0,0,0,0,0,2023
VAO,AO,C 12,Industria del tabacco                                       ,0,0,0,0,0,2023
VAO,AO,C 13,Industrie tessili                                           ,0,0,0,0,0,2023
VAO,AO,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,0,0,0,0,2023
VAO,AO,C 15,Fabbricazione di articoli in pelle e simili                 ,0,0,0,0,0,2023
VAO,AO,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,0,0,0,0,2023
VAO,AO,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2023
VAO,AO,C 18,Stampa e riproduzione di supporti registrati                ,0,0,0,0,0,2023
VAO,AO,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2023
VAO,AO,C 20,Fabbricazione di prodotti chimici                           ,0,0,0,0,0,2023
VAO,AO,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2023
VAO,AO,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,0,0,0,2023
VAO,AO,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,0,0,0,0,2023
VAO,AO,C 24,Metallurgia                                                 ,0,0,0,0,0,2023
VAO,AO,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,0,0,0,0,0,2023
VAO,AO,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,0,0,0,2023
VAO,AO,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,0,0,0,0,2023
VAO,AO,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,0,0,0,0,0,2023
VAO,AO,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2023
VAO,AO,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2023
VAO,AO,C 31,Fabbricazione di mobili                                     ,0,0,0,0,0,2023
VAO,AO,C 32,Altre industrie manifatturiere                              ,0,0,0,0,0,2023
VAO,AO,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,0,0,0,2023
VAO,AO,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2023
VAO,AO,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2023
VAO,AO,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2023
VAO,AO,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2023
VAO,AO,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2023
VAO,AO,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2023
VAO,AO,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2023
VAO,AO,F   ,Costruzioni                                                 ,0,0,0,1,1,2023
VAO,AO,F 41,Costruzione di edifici                                      ,0,0,0,1,1,2023
VAO,AO,F 42,Ingegneria civile                                           ,0,0,0,0,0,2023
VAO,AO,F 43,Lavori di costruzione specializzati                         ,0,0,0,0,0,2023
VAO,AO,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,0,0,0,0,0,2023
VAO,AO,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,0,0,0,0,2023
VAO,AO,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,0,0,0,0,0,2023
VAO,AO,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,0,0,0,0,0,2023
VAO,AO,H   ,Trasporto e magazzinaggio                                   ,0,0,0,0,0,2023
VAO,AO,H 49,Trasporto terrestre e mediante condotte                     ,0,0,0,0,0,2023
VAO,AO,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2023
VAO,AO,H 51,Trasporto aereo                                             ,0,0,0,0,0,2023
VAO,AO,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,0,0,2023
VAO,AO,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2023
VAO,AO,I   ,Attività dei servizi alloggio e ristorazione                ,0,0,0,0,0,2023
VAO,AO,I 55,Alloggio                                                    ,0,0,0,0,0,2023
VAO,AO,I 56,Attività dei servizi di ristorazione                        ,0,0,0,0,0,2023
VAO,AO,J   ,Servizi di informazione e comunicazione                     ,0,0,0,0,0,2023
VAO,AO,J 58,Attività editoriali                                         ,0,0,0,0,0,2023
VAO,AO,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2023
VAO,AO,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2023
VAO,AO,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2023
VAO,AO,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,0,0,2023
VAO,AO,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,0,0,0,2023
VAO,AO,K   ,Attività finanziarie e assicurative                         ,0,0,0,0,0,2023
VAO,AO,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2023
VAO,AO,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2023
VAO,AO,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,0,0,0,2023
VAO,AO,L   ,Attivita' immobiliari                                       ,0,0,0,0,0,2023
VAO,AO,L 68,Attivita' immobiliari                                       ,0,0,0,0,0,2023
VAO,AO,M   ,"Attività professionali, scientifiche e tecniche             ",0,0,0,0,0,2023
VAO,AO,M 69,Attività legali e contabilità                               ,0,0,0,0,0,2023
VAO,AO,M 70,Attività di direzione aziendale e di consulenza gestional...,0,0,0,0,0,2023
VAO,AO,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2023
VAO,AO,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2023
VAO,AO,M 73,Pubblicità e ricerche di mercato                            ,0,0,0,0,0,2023
VAO,AO,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,0,0,0,2023
VAO,AO,M 75,Servizi veterinari                                          ,0,0,0,0,0,2023
VAO,AO,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",0,0,0,1,1,2023
VAO,AO,N 77,Attività di noleggio e leasing operativo                    ,0,0,0,0,0,2023
VAO,AO,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2023
VAO,AO,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2023
VAO,AO,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2023
VAO,AO,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,0,1,1,2023
VAO,AO,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,0,0,0,2023
VAO,AO,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2023
VAO,AO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2023
VAO,AO,P   ,Istruzione                                                  ,0,0,0,0,0,2023
VAO,AO,P 85,Istruzione                                                  ,0,0,0,0,0,2023
VAO,AO,Q   ,Sanita' e assistenza sociale                                ,0,0,0,0,0,2023
VAO,AO,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2023
VAO,AO,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2023
VAO,AO,Q 88,Assistenza sociale non residenziale                         ,0,0,0,0,0,2023
VAO,AO,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,0,0,0,2023
VAO,AO,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,0,0,0,2023
VAO,AO,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2023
VAO,AO,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2023
VAO,AO,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,0,0,0,2023
VAO,AO,S   ,Altre attività di servizi                                   ,0,0,0,0,0,2023
VAO,AO,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2023
VAO,AO,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,0,0,0,2023
VAO,AO,S 96,Altre attività di servizi per la persona                    ,0,0,0,0,0,2023
VAO,AO,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
VAO,AO,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
VAO,AO,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2023
VAO,AO,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
VAO,AO,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
VAO,AO,XX  ,Imprese non classificate                                    ,0,0,0,0,0,2023
VAO,AO,TOT ,TOTALE                                                      ,0,0,0,2,2,2023
LOM,  ,A   ,"Agricoltura, silvicoltura pesca                             ",24,39,221,1,285,2023
LOM,  ,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",24,38,212,0,274,2023
LOM,  ,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,1,8,0,9,2023
LOM,  ,A 03,Pesca e acquacoltura                                        ,0,0,1,1,2,2023
LOM,  ,B   ,Estrazione di minerali da cave e miniere                    ,3,1,1,0,5,2023
LOM,  ,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2023
LOM,  ,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2023
LOM,  ,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2023
LOM,  ,B 08,Altre attività di estrazione di minerali da cave e miniere  ,3,1,1,0,5,2023
LOM,  ,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2023
LOM,  ,C   ,Attività manifatturiere                                     ,364,367,529,21,1281,2023
LOM,  ,C 10,Industrie alimentari                                        ,13,25,25,4,67,2023
LOM,  ,C 11,Industria delle bevande                                     ,0,3,2,0,5,2023
LOM,  ,C 12,Industria del tabacco                                       ,0,0,0,0,0,2023
LOM,  ,C 13,Industrie tessili                                           ,34,30,19,1,84,2023
LOM,  ,C 14,Confezione di articoli di abbigliamento; confezione di ar...,49,49,122,1,221,2023
LOM,  ,C 15,Fabbricazione di articoli in pelle e simili                 ,5,5,17,1,28,2023
LOM,  ,C 16,Industria del legno e dei prodotti in legno e sughero (es...,13,18,22,0,53,2023
LOM,  ,C 17,Fabbricazione di carta e di prodotti di carta               ,6,4,3,0,13,2023
LOM,  ,C 18,Stampa e riproduzione di supporti registrati                ,10,14,9,3,36,2023
LOM,  ,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2023
LOM,  ,C 20,Fabbricazione di prodotti chimici                           ,9,4,2,1,16,2023
LOM,  ,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,2,1,0,0,3,2023
LOM,  ,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,18,17,19,1,55,2023
LOM,  ,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,12,7,14,1,34,2023
LOM,  ,C 24,Metallurgia                                                 ,9,5,3,0,17,2023
LOM,  ,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,73,90,174,5,342,2023
LOM,  ,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,12,6,4,0,22,2023
LOM,  ,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,13,15,11,0,39,2023
LOM,  ,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,37,22,19,0,78,2023
LOM,  ,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",8,7,1,0,16,2023
LOM,  ,C 30,Fabbricazione di altri mezzi di trasporto                   ,3,3,2,1,9,2023
LOM,  ,C 31,Fabbricazione di mobili                                     ,14,14,15,0,43,2023
LOM,  ,C 32,Altre industrie manifatturiere                              ,15,13,14,0,42,2023
LOM,  ,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",9,15,32,2,58,2023
LOM,  ,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",3,0,2,0,5,2023
LOM,  ,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",3,0,2,0,5,2023
LOM,  ,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",5,3,5,1,14,2023
LOM,  ,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2023
LOM,  ,E 37,Gestione delle reti fognarie                                ,1,1,1,0,3,2023
LOM,  ,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",4,2,4,1,11,2023
LOM,  ,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2023
LOM,  ,F   ,Costruzioni                                                 ,297,249,1186,65,1797,2023
LOM,  ,F 41,Costruzione di edifici                                      ,195,125,229,49,598,2023
LOM,  ,F 42,Ingegneria civile                                           ,6,2,2,2,12,2023
LOM,  ,F 43,Lavori di costruzione specializzati                         ,96,122,955,14,1187,2023
LOM,  ,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,515,532,1331,14,2392,2023
LOM,  ,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,48,61,165,0,274,2023
LOM,  ,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,325,130,384,4,843,2023
LOM,  ,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,142,341,782,10,1275,2023
LOM,  ,H   ,Trasporto e magazzinaggio                                   ,38,53,203,75,369,2023
LOM,  ,H 49,Trasporto terrestre e mediante condotte                     ,19,44,176,15,254,2023
LOM,  ,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2023
LOM,  ,H 51,Trasporto aereo                                             ,1,0,0,0,1,2023
LOM,  ,H 52,Magazzinaggio e attività di supporto ai trasporti           ,17,7,16,59,99,2023
LOM,  ,H 53,Servizi postali e attività di corriere                      ,1,2,11,1,15,2023
LOM,  ,I   ,Attività dei servizi alloggio e ristorazione                ,147,707,359,6,1219,2023
LOM,  ,I 55,Alloggio                                                    ,8,14,10,0,32,2023
LOM,  ,I 56,Attività dei servizi di ristorazione                        ,139,693,349,6,1187,2023
LOM,  ,J   ,Servizi di informazione e comunicazione                     ,110,64,62,5,241,2023
LOM,  ,J 58,Attività editoriali                                         ,12,0,5,2,19,2023
LOM,  ,J 59,"Attività di produzione cinematografica, di video e di pro...",6,7,8,2,23,2023
LOM,  ,J 60,Attività di programmazione e trasmissione                   ,3,0,0,0,3,2023
LOM,  ,J 61,Telecomunicazioni                                           ,9,11,18,0,38,2023
LOM,  ,J 62,"Produzione di software, consulenza informatica e attività...",46,17,14,0,77,2023
LOM,  ,J 63,Attività dei servizi d'informazione e altri servizi infor...,34,29,17,1,81,2023
LOM,  ,K   ,Attività finanziarie e assicurative                         ,33,26,64,0,123,2023
LOM,  ,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,20,4,4,0,28,2023
LOM,  ,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2023
LOM,  ,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,13,22,60,0,95,2023
LOM,  ,L   ,Attivita' immobiliari                                       ,256,118,30,31,435,2023
LOM,  ,L 68,Attivita' immobiliari                                       ,256,118,30,31,435,2023
LOM,  ,M   ,"Attività professionali, scientifiche e tecniche             ",159,75,141,10,385,2023
LOM,  ,M 69,Attività legali e contabilità                               ,9,7,5,0,21,2023
LOM,  ,M 70,Attività di direzione aziendale e di consulenza gestional...,65,12,35,5,117,2023
LOM,  ,M 71,Attività degli studi di architettura e d'ingegneria; coll...,20,9,7,0,36,2023
LOM,  ,M 72,Ricerca scientifica e sviluppo                              ,3,0,0,0,3,2023
LOM,  ,M 73,Pubblicità e ricerche di mercato                            ,32,17,45,2,96,2023
LOM,  ,M 74,"Altre attività professionali, scientifiche e tecniche       ",30,30,49,3,112,2023
LOM,  ,M 75,Servizi veterinari                                          ,0,0,0,0,0,2023
LOM,  ,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",86,78,219,46,429,2023
LOM,  ,N 77,Attività di noleggio e leasing operativo                    ,15,10,4,1,30,2023
LOM,  ,N 78,"Attività di ricerca, selezione, fornitura di personale      ",4,2,0,0,6,2023
LOM,  ,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",15,14,4,0,33,2023
LOM,  ,N 80,Servizi di vigilanza e investigazione                       ,5,3,2,0,10,2023
LOM,  ,N 81,Attività di servizi per edifici e paesaggio                 ,19,26,78,17,140,2023
LOM,  ,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,28,23,131,28,210,2023
LOM,  ,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,1,0,0,0,1,2023
LOM,  ,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,1,0,0,0,1,2023
LOM,  ,P   ,Istruzione                                                  ,7,6,7,2,22,2023
LOM,  ,P 85,Istruzione                                                  ,7,6,7,2,22,2023
LOM,  ,Q   ,Sanita' e assistenza sociale                                ,7,10,6,17,40,2023
LOM,  ,Q 86,Assistenza sanitaria                                        ,5,7,1,4,17,2023
LOM,  ,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,1,2,3,2023
LOM,  ,Q 88,Assistenza sociale non residenziale                         ,2,3,4,11,20,2023
LOM,  ,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",71,23,32,4,130,2023
LOM,  ,R 90,"Attività creative, artistiche e di intrattenimento          ",12,2,13,2,29,2023
LOM,  ,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2023
LOM,  ,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",10,3,7,0,20,2023
LOM,  ,R 93,"Attività sportive, di intrattenimento e di divertimento     ",49,18,12,2,81,2023
LOM,  ,S   ,Altre attività di servizi                                   ,29,94,159,3,285,2023
LOM,  ,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2023
LOM,  ,S 95,Riparazione di computer e di beni per uso personale e per...,6,8,38,0,52,2023
LOM,  ,S 96,Altre attività di servizi per la persona                    ,23,86,121,3,233,2023
LOM,  ,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
LOM,  ,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2023
LOM,  ,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2023
LOM,  ,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
LOM,  ,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2023
LOM,  ,XX  ,Imprese non classificate                                    ,383,305,338,33,1059,2023
LOM,  ,TOT ,TOTALE                                                      ,2538,2750,4895,334,10517,2023
LOM,VA,A   ,"Agricoltura, silvicoltura pesca                             ",0,9,0,1,10,2023
LOM,VA,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,9,0,0,9,2023
LOM,VA,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2023
LOM,VA,A 03,Pesca e acquacoltura                                        ,0,0,0,1,1,2023
LOM,VA,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2023
LOM,VA,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2023
LOM,VA,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2023
LOM,VA,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2023
LOM,VA,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2023
LOM,VA,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2023
LOM,VA,C   ,Attività manifatturiere                                     ,0,163,0,7,170,2023
LOM,VA,C 10,Industrie alimentari                                        ,0,10,0,2,12,2023
LOM,VA,C 11,Industria delle bevande                                     ,0,1,0,0,1,2023
LOM,VA,C 12,Industria del tabacco                                       ,0,0,0,0,0,2023
LOM,VA,C 13,Industrie tessili                                           ,0,19,0,0,19,2023
LOM,VA,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,32,0,0,32,2023
LOM,VA,C 15,Fabbricazione di articoli in pelle e simili                 ,0,4,0,1,5,2023
LOM,VA,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,5,0,0,5,2023
LOM,VA,C 17,Fabbricazione di carta e di prodotti di carta               ,0,1,0,0,1,2023
LOM,VA,C 18,Stampa e riproduzione di supporti registrati                ,0,7,0,2,9,2023
LOM,VA,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2023
LOM,VA,C 20,Fabbricazione di prodotti chimici                           ,0,1,0,0,1,2023
LOM,VA,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2023
LOM,VA,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,9,0,0,9,2023
LOM,VA,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,4,0,0,4,2023
LOM,VA,C 24,Metallurgia                                                 ,0,2,0,0,2,2023
LOM,VA,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,0,29,0,2,31,2023
LOM,VA,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,4,0,0,4,2023
LOM,VA,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,8,0,0,8,2023
LOM,VA,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,0,11,0,0,11,2023
LOM,VA,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,2,0,0,2,2023
LOM,VA,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,1,0,0,1,2023
LOM,VA,C 31,Fabbricazione di mobili                                     ,0,4,0,0,4,2023
LOM,VA,C 32,Altre industrie manifatturiere                              ,0,3,0,0,3,2023
LOM,VA,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,6,0,0,6,2023
LOM,VA,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2023
LOM,VA,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2023
LOM,VA,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,2,0,0,2,2023
LOM,VA,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2023
LOM,VA,E 37,Gestione delle reti fognarie                                ,0,1,0,0,1,2023
LOM,VA,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,1,0,0,1,2023
LOM,VA,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2023
LOM,VA,F   ,Costruzioni                                                 ,0,68,0,0,68,2023
LOM,VA,F 41,Costruzione di edifici                                      ,0,36,0,0,36,2023
LOM,VA,F 42,Ingegneria civile                                           ,0,0,0,0,0,2023
LOM,VA,F 43,Lavori di costruzione specializzati                         ,0,32,0,0,32,2023
LOM,VA,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,0,194,0,6,200,2023
LOM,VA,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,32,0,0,32,2023
LOM,VA,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,0,47,0,2,49,2023
LOM,VA,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,0,115,0,4,119,2023
LOM,VA,H   ,Trasporto e magazzinaggio                                   ,0,16,0,2,18,2023
LOM,VA,H 49,Trasporto terrestre e mediante condotte                     ,0,12,0,1,13,2023
LOM,VA,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2023
LOM,VA,H 51,Trasporto aereo                                             ,0,0,0,0,0,2023
LOM,VA,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,3,0,1,4,2023
LOM,VA,H 53,Servizi postali e attività di corriere                      ,0,1,0,0,1,2023
LOM,VA,I   ,Attività dei servizi alloggio e ristorazione                ,0,241,0,4,245,2023
LOM,VA,I 55,Alloggio                                                    ,0,6,0,0,6,2023
LOM,VA,I 56,Attività dei servizi di ristorazione                        ,0,235,0,4,239,2023
LOM,VA,J   ,Servizi di informazione e comunicazione                     ,0,24,0,0,24,2023
LOM,VA,J 58,Attività editoriali                                         ,0,0,0,0,0,2023
LOM,VA,J 59,"Attività di produzione cinematografica, di video e di pro...",0,4,0,0,4,2023
LOM,VA,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2023
LOM,VA,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2023
LOM,VA,J 62,"Produzione di software, consulenza informatica e attività...",0,6,0,0,6,2023
LOM,VA,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,14,0,0,14,2023
