REG,PROV,CODAT,DESC,CESSUFFSC,CESSUFFSP,CESSUFFDI,CESSUFFAF,CESSUFFTOT,Anno
PIE,  ,H 52,Magazzinaggio e attività di supporto ai trasporti           ,4,1,7,1,13,2022
PIE,  ,H 53,Servizi postali e attività di corriere                      ,1,1,1,0,3,2022
PIE,  ,I   ,Attività dei servizi alloggio e ristorazione                ,19,182,125,3,329,2022
PIE,  ,I 55,Alloggio                                                    ,0,9,7,0,16,2022
PIE,  ,I 56,Attività dei servizi di ristorazione                        ,19,173,118,3,313,2022
PIE,  ,J   ,Servizi di informazione e comunicazione                     ,28,11,30,0,69,2022
PIE,  ,J 58,Attività editoriali                                         ,2,1,1,0,4,2022
PIE,  ,J 59,"Attività di produzione cinematografica, di video e di pro...",3,0,3,0,6,2022
PIE,  ,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2022
PIE,  ,J 61,Telecomunicazioni                                           ,1,0,11,0,12,2022
PIE,  ,J 62,"Produzione di software, consulenza informatica e attività...",17,5,8,0,30,2022
PIE,  ,J 63,Attività dei servizi d'informazione e altri servizi infor...,5,5,7,0,17,2022
PIE,  ,K   ,Attività finanziarie e assicurative                         ,6,8,25,0,39,2022
PIE,  ,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,2,4,0,0,6,2022
PIE,  ,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,1,1,0,2,2022
PIE,  ,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,4,3,24,0,31,2022
PIE,  ,L   ,Attivita' immobiliari                                       ,24,35,15,0,74,2022
PIE,  ,L 68,Attivita' immobiliari                                       ,24,35,15,0,74,2022
PIE,  ,M   ,"Attività professionali, scientifiche e tecniche             ",46,35,33,0,114,2022
PIE,  ,M 69,Attività legali e contabilità                               ,3,2,2,0,7,2022
PIE,  ,M 70,Attività di direzione aziendale e di consulenza gestional...,16,7,13,0,36,2022
PIE,  ,M 71,Attività degli studi di architettura e d'ingegneria; coll...,8,11,0,0,19,2022
PIE,  ,M 72,Ricerca scientifica e sviluppo                              ,2,0,0,0,2,2022
PIE,  ,M 73,Pubblicità e ricerche di mercato                            ,9,9,9,0,27,2022
PIE,  ,M 74,"Altre attività professionali, scientifiche e tecniche       ",8,6,9,0,23,2022
PIE,  ,M 75,Servizi veterinari                                          ,0,0,0,0,0,2022
PIE,  ,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",20,14,61,0,95,2022
PIE,  ,N 77,Attività di noleggio e leasing operativo                    ,4,2,7,0,13,2022
PIE,  ,N 78,"Attività di ricerca, selezione, fornitura di personale      ",1,0,1,0,2,2022
PIE,  ,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",1,3,2,0,6,2022
PIE,  ,N 80,Servizi di vigilanza e investigazione                       ,1,0,0,0,1,2022
PIE,  ,N 81,Attività di servizi per edifici e paesaggio                 ,2,4,13,0,19,2022
PIE,  ,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,11,5,38,0,54,2022
PIE,  ,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2022
PIE,  ,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2022
PIE,  ,P   ,Istruzione                                                  ,2,3,2,0,7,2022
PIE,  ,P 85,Istruzione                                                  ,2,3,2,0,7,2022
PIE,  ,Q   ,Sanita' e assistenza sociale                                ,0,3,5,2,10,2022
PIE,  ,Q 86,Assistenza sanitaria                                        ,0,2,1,0,3,2022
PIE,  ,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2022
PIE,  ,Q 88,Assistenza sociale non residenziale                         ,0,1,4,2,7,2022
PIE,  ,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",7,10,11,1,29,2022
PIE,  ,R 90,"Attività creative, artistiche e di intrattenimento          ",1,1,3,0,5,2022
PIE,  ,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2022
PIE,  ,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",1,2,2,0,5,2022
PIE,  ,R 93,"Attività sportive, di intrattenimento e di divertimento     ",5,7,6,1,19,2022
PIE,  ,S   ,Altre attività di servizi                                   ,8,16,53,0,77,2022
PIE,  ,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2022
PIE,  ,S 95,Riparazione di computer e di beni per uso personale e per...,2,0,18,0,20,2022
PIE,  ,S 96,Altre attività di servizi per la persona                    ,6,16,35,0,57,2022
PIE,  ,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2022
PIE,  ,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2022
PIE,  ,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2022
PIE,  ,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2022
PIE,  ,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2022
PIE,  ,XX  ,Imprese non classificate                                    ,30,43,45,0,118,2022
PIE,  ,TOT ,TOTALE                                                      ,443,884,2403,14,3744,2022
PIE,TO,A   ,"Agricoltura, silvicoltura pesca                             ",1,0,0,0,1,2022
PIE,TO,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",1,0,0,0,1,2022
PIE,TO,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2022
PIE,TO,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2022
PIE,TO,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2022
PIE,TO,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2022
PIE,TO,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2022
PIE,TO,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2022
PIE,TO,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2022
PIE,TO,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2022
PIE,TO,C   ,Attività manifatturiere                                     ,70,92,1,0,163,2022
PIE,TO,C 10,Industrie alimentari                                        ,2,4,0,0,6,2022
PIE,TO,C 11,Industria delle bevande                                     ,0,0,0,0,0,2022
PIE,TO,C 12,Industria del tabacco                                       ,0,0,0,0,0,2022
PIE,TO,C 13,Industrie tessili                                           ,2,2,0,0,4,2022
PIE,TO,C 14,Confezione di articoli di abbigliamento; confezione di ar...,4,9,0,0,13,2022
PIE,TO,C 15,Fabbricazione di articoli in pelle e simili                 ,0,1,0,0,1,2022
PIE,TO,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,8,1,0,9,2022
PIE,TO,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2022
PIE,TO,C 18,Stampa e riproduzione di supporti registrati                ,4,8,0,0,12,2022
PIE,TO,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2022
PIE,TO,C 20,Fabbricazione di prodotti chimici                           ,1,2,0,0,3,2022
PIE,TO,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2022
PIE,TO,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,6,1,0,0,7,2022
PIE,TO,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,1,3,0,0,4,2022
PIE,TO,C 24,Metallurgia                                                 ,1,0,0,0,1,2022
PIE,TO,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,28,23,0,0,51,2022
PIE,TO,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,4,4,0,0,8,2022
PIE,TO,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,1,2,0,0,3,2022
PIE,TO,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,6,5,0,0,11,2022
PIE,TO,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",4,6,0,0,10,2022
PIE,TO,C 30,Fabbricazione di altri mezzi di trasporto                   ,1,1,0,0,2,2022
PIE,TO,C 31,Fabbricazione di mobili                                     ,1,7,0,0,8,2022
PIE,TO,C 32,Altre industrie manifatturiere                              ,3,4,0,0,7,2022
PIE,TO,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",1,2,0,0,3,2022
PIE,TO,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2022
PIE,TO,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2022
PIE,TO,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",1,1,0,0,2,2022
PIE,TO,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2022
PIE,TO,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2022
PIE,TO,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",1,1,0,0,2,2022
PIE,TO,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2022
PIE,TO,F   ,Costruzioni                                                 ,69,53,7,3,132,2022
PIE,TO,F 41,Costruzione di edifici                                      ,52,37,1,2,92,2022
PIE,TO,F 42,Ingegneria civile                                           ,0,0,0,1,1,2022
PIE,TO,F 43,Lavori di costruzione specializzati                         ,17,16,6,0,39,2022
PIE,TO,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,94,223,7,0,324,2022
PIE,TO,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,15,13,2,0,30,2022
PIE,TO,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,45,78,3,0,126,2022
PIE,TO,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,34,132,2,0,168,2022
PIE,TO,H   ,Trasporto e magazzinaggio                                   ,16,9,0,2,27,2022
PIE,TO,H 49,Trasporto terrestre e mediante condotte                     ,11,9,0,1,21,2022
PIE,TO,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2022
PIE,TO,H 51,Trasporto aereo                                             ,0,0,0,0,0,2022
PIE,TO,H 52,Magazzinaggio e attività di supporto ai trasporti           ,4,0,0,1,5,2022
PIE,TO,H 53,Servizi postali e attività di corriere                      ,1,0,0,0,1,2022
PIE,TO,I   ,Attività dei servizi alloggio e ristorazione                ,19,108,2,3,132,2022
PIE,TO,I 55,Alloggio                                                    ,0,7,0,0,7,2022
PIE,TO,I 56,Attività dei servizi di ristorazione                        ,19,101,2,3,125,2022
PIE,TO,J   ,Servizi di informazione e comunicazione                     ,28,8,0,0,36,2022
PIE,TO,J 58,Attività editoriali                                         ,2,1,0,0,3,2022
PIE,TO,J 59,"Attività di produzione cinematografica, di video e di pro...",3,0,0,0,3,2022
PIE,TO,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2022
PIE,TO,J 61,Telecomunicazioni                                           ,1,0,0,0,1,2022
PIE,TO,J 62,"Produzione di software, consulenza informatica e attività...",17,3,0,0,20,2022
PIE,TO,J 63,Attività dei servizi d'informazione e altri servizi infor...,5,4,0,0,9,2022
PIE,TO,K   ,Attività finanziarie e assicurative                         ,6,5,0,0,11,2022
PIE,TO,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,2,4,0,0,6,2022
PIE,TO,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,1,0,0,1,2022
PIE,TO,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,4,0,0,0,4,2022
PIE,TO,L   ,Attivita' immobiliari                                       ,23,14,0,0,37,2022
PIE,TO,L 68,Attivita' immobiliari                                       ,23,14,0,0,37,2022
PIE,TO,M   ,"Attività professionali, scientifiche e tecniche             ",45,29,2,0,76,2022
PIE,TO,M 69,Attività legali e contabilità                               ,3,2,0,0,5,2022
PIE,TO,M 70,Attività di direzione aziendale e di consulenza gestional...,15,4,2,0,21,2022
PIE,TO,M 71,Attività degli studi di architettura e d'ingegneria; coll...,8,9,0,0,17,2022
PIE,TO,M 72,Ricerca scientifica e sviluppo                              ,2,0,0,0,2,2022
PIE,TO,M 73,Pubblicità e ricerche di mercato                            ,9,8,0,0,17,2022
PIE,TO,M 74,"Altre attività professionali, scientifiche e tecniche       ",8,6,0,0,14,2022
PIE,TO,M 75,Servizi veterinari                                          ,0,0,0,0,0,2022
PIE,TO,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",20,8,0,0,28,2022
PIE,TO,N 77,Attività di noleggio e leasing operativo                    ,4,1,0,0,5,2022
PIE,TO,N 78,"Attività di ricerca, selezione, fornitura di personale      ",1,0,0,0,1,2022
PIE,TO,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",1,2,0,0,3,2022
PIE,TO,N 80,Servizi di vigilanza e investigazione                       ,1,0,0,0,1,2022
PIE,TO,N 81,Attività di servizi per edifici e paesaggio                 ,2,3,0,0,5,2022
PIE,TO,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,11,2,0,0,13,2022
PIE,TO,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2022
PIE,TO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2022
PIE,TO,P   ,Istruzione                                                  ,2,3,0,0,5,2022
PIE,TO,P 85,Istruzione                                                  ,2,3,0,0,5,2022
PIE,TO,Q   ,Sanita' e assistenza sociale                                ,0,1,0,2,3,2022
PIE,TO,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2022
PIE,TO,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2022
PIE,TO,Q 88,Assistenza sociale non residenziale                         ,0,1,0,2,3,2022
PIE,TO,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",7,5,0,0,12,2022
PIE,TO,R 90,"Attività creative, artistiche e di intrattenimento          ",1,0,0,0,1,2022
PIE,TO,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2022
PIE,TO,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",1,1,0,0,2,2022
PIE,TO,R 93,"Attività sportive, di intrattenimento e di divertimento     ",5,4,0,0,9,2022
PIE,TO,S   ,Altre attività di servizi                                   ,8,9,2,0,19,2022
PIE,TO,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2022
PIE,TO,S 95,Riparazione di computer e di beni per uso personale e per...,2,0,0,0,2,2022
PIE,TO,S 96,Altre attività di servizi per la persona                    ,6,9,2,0,17,2022
PIE,TO,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2022
PIE,TO,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2022
PIE,TO,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2022
PIE,TO,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2022
PIE,TO,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2022
PIE,TO,XX  ,Imprese non classificate                                    ,30,4,1,0,35,2022
PIE,TO,TOT ,TOTALE                                                      ,439,572,22,10,1043,2022
PIE,VC,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,16,0,16,2022
PIE,VC,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,16,0,16,2022
PIE,VC,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2022
PIE,VC,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2022
PIE,VC,B   ,Estrazione di minerali da cave e miniere                    ,0,0,1,0,1,2022
PIE,VC,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2022
PIE,VC,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2022
PIE,VC,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2022
PIE,VC,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,1,0,1,2022
PIE,VC,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2022
PIE,VC,C   ,Attività manifatturiere                                     ,0,3,47,0,50,2022
PIE,VC,C 10,Industrie alimentari                                        ,0,0,10,0,10,2022
PIE,VC,C 11,Industria delle bevande                                     ,0,0,0,0,0,2022
PIE,VC,C 12,Industria del tabacco                                       ,0,0,0,0,0,2022
PIE,VC,C 13,Industrie tessili                                           ,0,0,6,0,6,2022
PIE,VC,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,0,4,0,4,2022
PIE,VC,C 15,Fabbricazione di articoli in pelle e simili                 ,0,0,1,0,1,2022
PIE,VC,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,0,2,0,2,2022
PIE,VC,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2022
PIE,VC,C 18,Stampa e riproduzione di supporti registrati                ,0,0,0,0,0,2022
PIE,VC,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2022
PIE,VC,C 20,Fabbricazione di prodotti chimici                           ,0,0,0,0,0,2022
PIE,VC,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2022
PIE,VC,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,2,0,2,2022
PIE,VC,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,0,0,0,0,2022
PIE,VC,C 24,Metallurgia                                                 ,0,0,0,0,0,2022
PIE,VC,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,0,0,15,0,15,2022
PIE,VC,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,1,0,1,2022
PIE,VC,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,0,0,0,0,2022
PIE,VC,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,0,2,2,0,4,2022
PIE,VC,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,1,1,0,2,2022
PIE,VC,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2022
PIE,VC,C 31,Fabbricazione di mobili                                     ,0,0,0,0,0,2022
PIE,VC,C 32,Altre industrie manifatturiere                              ,0,0,2,0,2,2022
PIE,VC,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,1,0,1,2022
PIE,VC,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2022
PIE,VC,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2022
PIE,VC,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2022
PIE,VC,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2022
PIE,VC,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2022
PIE,VC,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2022
PIE,VC,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2022
PIE,VC,F   ,Costruzioni                                                 ,0,2,165,0,167,2022
PIE,VC,F 41,Costruzione di edifici                                      ,0,1,18,0,19,2022
PIE,VC,F 42,Ingegneria civile                                           ,0,0,3,0,3,2022
PIE,VC,F 43,Lavori di costruzione specializzati                         ,0,1,144,0,145,2022
PIE,VC,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,0,2,123,0,125,2022
PIE,VC,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,0,8,0,8,2022
PIE,VC,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,0,1,22,0,23,2022
PIE,VC,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,0,1,93,0,94,2022
PIE,VC,H   ,Trasporto e magazzinaggio                                   ,0,0,3,0,3,2022
PIE,VC,H 49,Trasporto terrestre e mediante condotte                     ,0,0,3,0,3,2022
PIE,VC,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2022
PIE,VC,H 51,Trasporto aereo                                             ,0,0,0,0,0,2022
PIE,VC,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,0,0,2022
PIE,VC,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2022
PIE,VC,I   ,Attività dei servizi alloggio e ristorazione                ,0,0,14,0,14,2022
PIE,VC,I 55,Alloggio                                                    ,0,0,0,0,0,2022
PIE,VC,I 56,Attività dei servizi di ristorazione                        ,0,0,14,0,14,2022
PIE,VC,J   ,Servizi di informazione e comunicazione                     ,0,0,5,0,5,2022
PIE,VC,J 58,Attività editoriali                                         ,0,0,0,0,0,2022
PIE,VC,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2022
PIE,VC,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2022
PIE,VC,J 61,Telecomunicazioni                                           ,0,0,2,0,2,2022
PIE,VC,J 62,"Produzione di software, consulenza informatica e attività...",0,0,2,0,2,2022
PIE,VC,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,1,0,1,2022
PIE,VC,K   ,Attività finanziarie e assicurative                         ,0,0,3,0,3,2022
PIE,VC,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2022
PIE,VC,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2022
PIE,VC,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,3,0,3,2022
PIE,VC,L   ,Attivita' immobiliari                                       ,0,0,1,0,1,2022
PIE,VC,L 68,Attivita' immobiliari                                       ,0,0,1,0,1,2022
PIE,VC,M   ,"Attività professionali, scientifiche e tecniche             ",0,0,2,0,2,2022
PIE,VC,M 69,Attività legali e contabilità                               ,0,0,0,0,0,2022
PIE,VC,M 70,Attività di direzione aziendale e di consulenza gestional...,0,0,0,0,0,2022
PIE,VC,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2022
PIE,VC,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2022
PIE,VC,M 73,Pubblicità e ricerche di mercato                            ,0,0,1,0,1,2022
PIE,VC,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,1,0,1,2022
PIE,VC,M 75,Servizi veterinari                                          ,0,0,0,0,0,2022
PIE,VC,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",0,0,4,0,4,2022
PIE,VC,N 77,Attività di noleggio e leasing operativo                    ,0,0,0,0,0,2022
PIE,VC,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2022
PIE,VC,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2022
PIE,VC,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2022
PIE,VC,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,2,0,2,2022
PIE,VC,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,2,0,2,2022
