Anno,Trimestre,Settore,Divisione,Regione,Provincia,Forma giuridica,Tipo ricerca,Registrate,Attive,Iscrizioni,Cessazioni non d ufficio,Saldo
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 81 Attività di servizi per edifici e paesaggio,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,98,79,2,2,0
2023,0,B Estrazione di minerali da cave e miniere,B 08 Altre attività di estrazione di minerali da cave e miniere,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,8,6,0,0,0
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...",E 39 Attività di risanamento e altri servizi di gestione dei r...,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,10,4,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 80 Servizi di vigilanza e investigazione,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,6,5,0,0,0
2023,0,C Attività manifatturiere,"C 29 Fabbricazione di autoveicoli, rimorchi e semirimorchi",SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,1,1,0,0,0
2023,0,C Attività manifatturiere,C 10 Industrie alimentari,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,101,100,3,4,-1
2023,0,Q Sanità e assistenza sociale,Q 86 Assistenza sanitaria,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,21,21,0,0,0
2023,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,213,2,123,9,114
2023,0,C Attività manifatturiere,"C 29 Fabbricazione di autoveicoli, rimorchi e semirimorchi",SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,5,4,0,0,0
2023,0,S Altre attività di servizi,S 95 Riparazione di computer e di beni per uso personale e per...,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,5,3,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 71 Attività degli studi di architettura e d'ingegneria; coll...,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,34,33,0,4,-4
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 45 Commercio all'ingrosso e al dettaglio e riparazione di au...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,148,122,0,4,-4
2023,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 93 Attività sportive, di intrattenimento e di divertimento",SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,42,30,0,0,0
2023,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,123,117,0,1,-1
2023,0,"M Attività professionali, scientifiche e tecniche",M 73 Pubblicità e ricerche di mercato,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,21,18,0,1,-1
2023,0,"D Fornitura di energia elettrica, gas, vapore e aria condiz...","D 35 Fornitura di energia elettrica, gas, vapore e aria condiz...",SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,2,2,1,0,1
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 45 Commercio all'ingrosso e al dettaglio e riparazione di au...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,239,237,6,7,-1
2023,0,F Costruzioni,F 43 Lavori di costruzione specializzati,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,769,662,21,9,12
2023,0,"M Attività professionali, scientifiche e tecniche","M 74 Altre attività professionali, scientifiche e tecniche",SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,29,26,1,0,1
2023,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,438,5,183,35,148
2023,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,94,87,1,1,0
2023,0,"M Attività professionali, scientifiche e tecniche","M 74 Altre attività professionali, scientifiche e tecniche",SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,250,250,24,25,-1
2023,0,S Altre attività di servizi,S 94 Attività di organizzazioni associative,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,5,4,0,1,-1
2023,0,F Costruzioni,F 41 Costruzione di edifici,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,415,407,15,20,-5
2023,0,C Attività manifatturiere,C 25 Fabbricazione di prodotti in metallo (esclusi macchinari ...,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,2,1,0,0,0
2023,0,C Attività manifatturiere,C 18 Stampa e riproduzione di supporti registrati,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,2,1,0,0,0
2023,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,21,18,0,1,-1
2023,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,6,3,0,0,0
2023,0,"A Agricoltura, silvicoltura pesca","A 01 Coltivazioni agricole e produzione di prodotti animali, c...",SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,906,883,16,23,-7
2023,0,C Attività manifatturiere,C 32 Altre industrie manifatturiere,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,41,35,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 77 Attività di noleggio e leasing operativo,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,13,10,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,1,1,1,0,1
2023,0,"M Attività professionali, scientifiche e tecniche","M 74 Altre attività professionali, scientifiche e tecniche",SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,11,9,0,1,-1
2023,0,C Attività manifatturiere,"C 33 Riparazione, manutenzione ed installazione di macchine ed...",SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,124,104,0,3,-3
2023,0,C Attività manifatturiere,C 32 Altre industrie manifatturiere,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,37,31,0,0,0
2023,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,14,10,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 70 Attività di direzione aziendale e di consulenza gestional...,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,29,22,0,1,-1
2023,0,"M Attività professionali, scientifiche e tecniche",M 69 Attività legali e contabilità,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,5,4,0,0,0
2023,0,"D Fornitura di energia elettrica, gas, vapore e aria condiz...","D 35 Fornitura di energia elettrica, gas, vapore e aria condiz...",SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2023,0,F Costruzioni,F 41 Costruzione di edifici,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,226,133,0,6,-6
2023,0,P Istruzione,P 85 Istruzione,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,10,10,0,0,0
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 46 Commercio all'ingrosso (escluso quello di autoveicoli e d...,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,913,726,11,14,-3
2023,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,130,108,5,2,3
2023,0,C Attività manifatturiere,C 25 Fabbricazione di prodotti in metallo (esclusi macchinari ...,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,81,56,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 80 Servizi di vigilanza e investigazione,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,16,11,1,1,0
2023,0,J Servizi di informazione e comunicazione,J 60 Attività di programmazione e trasmissione,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,4,3,1,0,1
2023,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,307,299,20,18,2
2023,0,"M Attività professionali, scientifiche e tecniche","M 74 Altre attività professionali, scientifiche e tecniche",SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,196,172,0,5,-5
2023,0,C Attività manifatturiere,C 14 Confezione di articoli di abbigliamento; confezione di ar...,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,2,0,0,0,0
2023,0,C Attività manifatturiere,C 26 Fabbricazione di computer e prodotti di elettronica e ott...,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,1,0,0,0,0
2023,0,F Costruzioni,F 43 Lavori di costruzione specializzati,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,201,169,3,3,0
2023,0,J Servizi di informazione e comunicazione,J 58 Attività editoriali,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,6,5,1,0,1
2023,0,"M Attività professionali, scientifiche e tecniche",M 70 Attività di direzione aziendale e di consulenza gestional...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,5,4,0,0,0
2023,0,C Attività manifatturiere,C 13 Industrie tessili,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,8,7,0,1,-1
2023,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,8,5,0,0,0
2023,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,7,5,0,0,0
2023,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,4,4,0,1,-1
2023,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 91 Attività di biblioteche, archivi, musei ed altre attività...",SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,1,1,0,0,0
2023,0,J Servizi di informazione e comunicazione,J 58 Attività editoriali,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,10,10,0,0,0
2023,0,J Servizi di informazione e comunicazione,"J 59 Attività di produzione cinematografica, di video e di pro...",SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,7,5,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,26,22,1,0,1
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...","N 79 Attività dei servizi delle agenzie di viaggio, dei tour o...",SARDEGNA,NUORO,ALTRE FORME,Totale imprese,23,19,0,0,0
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 38 Attività di raccolta, trattamento e smaltimento dei rifiu...",SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 80 Servizi di vigilanza e investigazione,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,2,1,0,0,0
2023,0,H Trasporto e magazzinaggio,H 49 Trasporto terrestre e mediante condotte,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,66,59,0,1,-1
2023,0,B Estrazione di minerali da cave e miniere,B 08 Altre attività di estrazione di minerali da cave e miniere,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,4,3,0,0,0
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,323,316,41,16,25
2023,0,C Attività manifatturiere,C 22 Fabbricazione di articoli in gomma e materie plastiche,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,11,11,0,0,0
2023,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,18,15,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,1,1,0,0,0
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 46 Commercio all'ingrosso (escluso quello di autoveicoli e d...,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,354,222,4,7,-3
2023,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,30,30,0,0,0
2023,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,30,24,0,1,-1
2023,0,Q Sanità e assistenza sociale,Q 86 Assistenza sanitaria,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,15,14,0,1,-1
2023,0,"A Agricoltura, silvicoltura pesca",A 02 Silvicoltura ed utilizzo di aree forestali,SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,3,3,0,0,0
2023,0,K Attività finanziarie e assicurative,K 64 Attività di servizi finanziari (escluse le assicurazioni ...,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,1,1,0,1,-1
2023,0,H Trasporto e magazzinaggio,H 52 Magazzinaggio e attività di supporto ai trasporti,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,73,71,4,3,1
2023,0,"M Attività professionali, scientifiche e tecniche",M 75 Servizi veterinari,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2023,0,C Attività manifatturiere,C 28 Fabbricazione di macchinari ed apparecchiature nca,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,26,26,0,1,-1
2023,0,C Attività manifatturiere,C 32 Altre industrie manifatturiere,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,34,34,2,2,0
2023,0,C Attività manifatturiere,C 27 Fabbricazione di apparecchiature elettriche ed apparecchi...,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,10,8,0,0,0
2023,0,F Costruzioni,F 43 Lavori di costruzione specializzati,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,19,15,0,0,0
2023,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,8,7,0,0,0
2023,0,C Attività manifatturiere,C 17 Fabbricazione di carta e di prodotti di carta,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,3,2,0,0,0
2023,0,"A Agricoltura, silvicoltura pesca",A 02 Silvicoltura ed utilizzo di aree forestali,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,10,10,0,0,0
2023,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,61,57,1,1,0
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 38 Attività di raccolta, trattamento e smaltimento dei rifiu...",SARDEGNA,NUORO,ALTRE FORME,Totale imprese,1,0,0,0,0
2023,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,276,252,0,8,-8
2023,0,Q Sanità e assistenza sociale,Q 86 Assistenza sanitaria,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,258,244,1,4,-3
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 38 Attività di raccolta, trattamento e smaltimento dei rifiu...",SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,12,9,0,0,0
2023,0,C Attività manifatturiere,"C 33 Riparazione, manutenzione ed installazione di macchine ed...",SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,198,196,14,9,5
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...",E 39 Attività di risanamento e altri servizi di gestione dei r...,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,2,2,0,0,0
2023,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,2,1,0,0,0
2023,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 90 Attività creative, artistiche e di intrattenimento",SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,29,15,1,0,1
2023,0,C Attività manifatturiere,C 25 Fabbricazione di prodotti in metallo (esclusi macchinari ...,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,264,259,5,9,-4
2023,0,C Attività manifatturiere,C 24 Metallurgia,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,2,1,0,0,0
2023,0,K Attività finanziarie e assicurative,"K 65 Assicurazioni, riassicurazioni e fondi pensione (escluse ...",SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,2,2,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 70 Attività di direzione aziendale e di consulenza gestional...,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,64,55,0,6,-6
2023,0,S Altre attività di servizi,S 95 Riparazione di computer e di beni per uso personale e per...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,67,67,2,4,-2
2023,0,P Istruzione,P 85 Istruzione,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,62,58,1,2,-1
2023,0,C Attività manifatturiere,C 21 Fabbricazione di prodotti farmaceutici di base e di prepa...,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,1,1,0,0,0
2023,0,Q Sanità e assistenza sociale,Q 86 Assistenza sanitaria,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,53,49,0,0,0
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 45 Commercio all'ingrosso e al dettaglio e riparazione di au...,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,392,340,1,5,-4
2023,0,I Attività dei servizi di alloggio e di ristorazione,I 56 Attività dei servizi di ristorazione,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,1492,1204,3,15,-12
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,60,47,0,1,-1
2023,0,B Estrazione di minerali da cave e miniere,B 07 Estrazione di minerali metalliferi,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,3,2,0,0,0
2023,0,"D Fornitura di energia elettrica, gas, vapore e aria condiz...","D 35 Fornitura di energia elettrica, gas, vapore e aria condiz...",SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,12,11,0,0,0
2023,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,26,15,0,1,-1
2023,0,C Attività manifatturiere,C 16 Industria del legno e dei prodotti in legno e sughero (es...,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,219,216,5,10,-5
2023,0,H Trasporto e magazzinaggio,H 49 Trasporto terrestre e mediante condotte,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,45,34,0,1,-1
2023,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 77 Attività di noleggio e leasing operativo,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,3,3,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche",M 75 Servizi veterinari,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,5,5,0,0,0
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...",E 39 Attività di risanamento e altri servizi di gestione dei r...,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,3,3,0,0,0
2023,0,Q Sanità e assistenza sociale,Q 87 Servizi di assistenza sociale residenziale,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,3,3,0,0,0
2023,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 90 Attività creative, artistiche e di intrattenimento",SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,16,16,1,1,0
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 47 Commercio al dettaglio (escluso quello di autoveicoli e d...,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,1298,950,2,31,-29
2023,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 47 Commercio al dettaglio (escluso quello di autoveicoli e d...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,665,547,3,11,-8
2023,0,P Istruzione,P 85 Istruzione,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,34,34,2,3,-1
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 38 Attività di raccolta, trattamento e smaltimento dei rifiu...",SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,3,3,0,1,-1
2023,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,9,8,0,0,0
2023,0,J Servizi di informazione e comunicazione,J 60 Attività di programmazione e trasmissione,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2023,0,J Servizi di informazione e comunicazione,J 60 Attività di programmazione e trasmissione,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,3,3,0,0,0
2023,0,C Attività manifatturiere,C 25 Fabbricazione di prodotti in metallo (esclusi macchinari ...,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,18,14,0,0,0
2023,0,J Servizi di informazione e comunicazione,J 58 Attività editoriali,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,6,5,0,0,0
2023,0,H Trasporto e magazzinaggio,H 50 Trasporto marittimo e per vie d'acqua,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,20,19,0,0,0
2023,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,4311,13,884,49,835
2023,0,"M Attività professionali, scientifiche e tecniche",M 69 Attività legali e contabilità,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,11,10,0,1,-1
2023,0,C Attività manifatturiere,C 16 Industria del legno e dei prodotti in legno e sughero (es...,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,12,10,1,0,1
2023,0,"A Agricoltura, silvicoltura pesca",A 02 Silvicoltura ed utilizzo di aree forestali,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,2,2,0,0,0
2023,0,Q Sanità e assistenza sociale,Q 87 Servizi di assistenza sociale residenziale,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,3,3,0,0,0
2023,0,Q Sanità e assistenza sociale,Q 88 Assistenza sociale non residenziale,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,12,9,0,0,0
2023,0,H Trasporto e magazzinaggio,H 50 Trasporto marittimo e per vie d'acqua,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,6,6,0,0,0
2023,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...",E 37 Gestione delle reti fognarie,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,5,5,1,1,0
2023,0,J Servizi di informazione e comunicazione,J 61 Telecomunicazioni,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,34,34,1,2,-1
2023,0,C Attività manifatturiere,C 14 Confezione di articoli di abbigliamento; confezione di ar...,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,3,3,0,0,0
2023,0,C Attività manifatturiere,C 20 Fabbricazione di prodotti chimici,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,1,1,0,0,0
2023,0,H Trasporto e magazzinaggio,H 49 Trasporto terrestre e mediante condotte,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,41,28,0,0,0
2023,0,"M Attività professionali, scientifiche e tecniche","M 74 Altre attività professionali, scientifiche e tecniche",SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,200,199,12,14,-2
2023,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,15,13,0,0,0
2023,0,J Servizi di informazione e comunicazione,J 60 Attività di programmazione e trasmissione,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,5,3,0,0,0
