Anno,Trimestre,Settore,Divisione,Regione,Provincia,Forma giuridica,Tipo ricerca,Registrate,Attive,Iscrizioni,Cessazioni non d ufficio,Saldo
2020,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,142,120,1,1,0
2020,0,H Trasporto e magazzinaggio,H 53 Servizi postali e attività di corriere,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,5,5,0,0,0
2020,0,H Trasporto e magazzinaggio,H 50 Trasporto marittimo e per vie d'acqua,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,16,15,0,0,0
2020,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,2,2,0,0,0
2020,0,K Attività finanziarie e assicurative,"K 65 Assicurazioni, riassicurazioni e fondi pensione (escluse ...",SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,1,0,0,0,0
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,607,599,29,28,1
2020,0,H Trasporto e magazzinaggio,H 53 Servizi postali e attività di corriere,SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,1,0,0,0,0
2020,0,C Attività manifatturiere,C 22 Fabbricazione di articoli in gomma e materie plastiche,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,4,3,0,0,0
2020,0,J Servizi di informazione e comunicazione,J 58 Attività editoriali,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,2,2,0,0,0
2020,0,C Attività manifatturiere,C 15 Fabbricazione di articoli in pelle e simili,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,3,2,0,0,0
2020,0,C Attività manifatturiere,C 24 Metallurgia,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,17,13,0,0,0
2020,0,C Attività manifatturiere,C 22 Fabbricazione di articoli in gomma e materie plastiche,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,9,4,0,0,0
2020,0,C Attività manifatturiere,C 15 Fabbricazione di articoli in pelle e simili,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,1,0,0,0,0
2020,0,I Attività dei servizi di alloggio e di ristorazione,I 55 Alloggio,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,22,20,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 73 Pubblicità e ricerche di mercato,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,27,26,1,4,-3
2020,0,C Attività manifatturiere,C 10 Industrie alimentari,SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,71,60,1,0,1
2020,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,168,0,74,9,65
2020,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 46 Commercio all'ingrosso (escluso quello di autoveicoli e d...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,100,81,0,4,-4
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 80 Servizi di vigilanza e investigazione,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,2,2,0,0,0
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,8,7,0,0,0
2020,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,NUORO,ALTRE FORME,Totale imprese,1,1,0,0,0
2020,0,C Attività manifatturiere,C 25 Fabbricazione di prodotti in metallo (esclusi macchinari ...,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,159,123,2,1,1
2020,0,S Altre attività di servizi,S 95 Riparazione di computer e di beni per uso personale e per...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,33,27,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 71 Attività degli studi di architettura e d'ingegneria; coll...,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,45,45,6,1,5
2020,0,F Costruzioni,F 43 Lavori di costruzione specializzati,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,83,70,0,2,-2
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,17,15,0,0,0
2020,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,162,161,2,8,-6
2020,0,H Trasporto e magazzinaggio,H 49 Trasporto terrestre e mediante condotte,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,307,298,0,12,-12
2020,0,C Attività manifatturiere,C 26 Fabbricazione di computer e prodotti di elettronica e ott...,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,16,16,0,0,0
2020,0,H Trasporto e magazzinaggio,H 51 Trasporto aereo,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,1,0,0,0,0
2020,0,S Altre attività di servizi,S 95 Riparazione di computer e di beni per uso personale e per...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,68,68,4,3,1
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,284,243,1,13,-12
2020,0,S Altre attività di servizi,S 95 Riparazione di computer e di beni per uso personale e per...,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,49,40,0,3,-3
2020,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 36 Raccolta, trattamento e fornitura di acqua",SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,3,2,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,1,1,0,0,0
2020,0,C Attività manifatturiere,C 11 Industria delle bevande,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,4,4,0,0,0
2020,0,C Attività manifatturiere,C 30 Fabbricazione di altri mezzi di trasporto,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,2,1,0,0,0
2020,0,J Servizi di informazione e comunicazione,J 63 Attività dei servizi d'informazione e altri servizi infor...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,43,43,5,2,3
2020,0,C Attività manifatturiere,C 15 Fabbricazione di articoli in pelle e simili,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,3,1,0,0,0
2020,0,P Istruzione,P 85 Istruzione,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,28,28,1,2,-1
2020,0,I Attività dei servizi di alloggio e di ristorazione,I 55 Alloggio,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,200,196,19,12,7
2020,0,H Trasporto e magazzinaggio,H 49 Trasporto terrestre e mediante condotte,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,850,829,6,51,-45
2020,0,J Servizi di informazione e comunicazione,J 58 Attività editoriali,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,22,18,1,0,1
2020,0,"M Attività professionali, scientifiche e tecniche",M 70 Attività di direzione aziendale e di consulenza gestional...,SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,8,7,0,1,-1
2020,0,H Trasporto e magazzinaggio,H 53 Servizi postali e attività di corriere,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,4,4,0,0,0
2020,0,C Attività manifatturiere,C 31 Fabbricazione di mobili,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,23,15,0,1,-1
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...","N 79 Attività dei servizi delle agenzie di viaggio, dei tour o...",SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,24,21,0,0,0
2020,0,S Altre attività di servizi,S 94 Attività di organizzazioni associative,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,12,11,2,0,2
2020,0,C Attività manifatturiere,C 16 Industria del legno e dei prodotti in legno e sughero (es...,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,191,189,4,8,-4
2020,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,326,3,43,14,29
2020,0,J Servizi di informazione e comunicazione,J 63 Attività dei servizi d'informazione e altri servizi infor...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,282,231,2,5,-3
2020,0,C Attività manifatturiere,C 18 Stampa e riproduzione di supporti registrati,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,53,42,0,1,-1
2020,0,J Servizi di informazione e comunicazione,"J 62 Produzione di software, consulenza informatica e attività...",SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,42,39,0,1,-1
2020,0,K Attività finanziarie e assicurative,K 66 Attività ausiliarie dei servizi finanziari e delle attivi...,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,217,216,27,24,3
2020,0,I Attività dei servizi di alloggio e di ristorazione,I 55 Alloggio,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,276,270,31,8,23
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 80 Servizi di vigilanza e investigazione,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,3,2,0,0,0
2020,0,S Altre attività di servizi,S 94 Attività di organizzazioni associative,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,1,1,0,0,0
2020,0,B Estrazione di minerali da cave e miniere,B 08 Altre attività di estrazione di minerali da cave e miniere,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,13,11,0,0,0
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...","N 79 Attività dei servizi delle agenzie di viaggio, dei tour o...",SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,27,25,0,0,0
2020,0,K Attività finanziarie e assicurative,K 66 Attività ausiliarie dei servizi finanziari e delle attivi...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,21,20,0,2,-2
2020,0,K Attività finanziarie e assicurative,K 66 Attività ausiliarie dei servizi finanziari e delle attivi...,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,4,3,0,0,0
2020,0,H Trasporto e magazzinaggio,H 52 Magazzinaggio e attività di supporto ai trasporti,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,66,65,3,5,-2
2020,0,C Attività manifatturiere,C 20 Fabbricazione di prodotti chimici,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,31,24,0,0,0
2020,0,B Estrazione di minerali da cave e miniere,B 08 Altre attività di estrazione di minerali da cave e miniere,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,5,4,0,0,0
2020,0,K Attività finanziarie e assicurative,K 66 Attività ausiliarie dei servizi finanziari e delle attivi...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,129,103,2,2,0
2020,0,H Trasporto e magazzinaggio,H 51 Trasporto aereo,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,4,2,0,0,0
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,316,254,3,8,-5
2020,0,"A Agricoltura, silvicoltura pesca","A 01 Coltivazioni agricole e produzione di prodotti animali, c...",SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,80,67,0,0,0
2020,0,C Attività manifatturiere,C 10 Industrie alimentari,SARDEGNA,SASSARI,IMPRESE INDIVIDUALI,Totale imprese,257,248,4,14,-10
2020,0,B Estrazione di minerali da cave e miniere,B 08 Altre attività di estrazione di minerali da cave e miniere,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,29,19,0,0,0
2020,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,37,35,1,2,-1
2020,0,C Attività manifatturiere,C 22 Fabbricazione di articoli in gomma e materie plastiche,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,11,11,0,2,-2
2020,0,"M Attività professionali, scientifiche e tecniche",M 73 Pubblicità e ricerche di mercato,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,118,115,17,9,8
2020,0,F Costruzioni,F 41 Costruzione di edifici,SARDEGNA,ORISTANO,ALTRE FORME,Totale imprese,36,12,0,3,-3
2020,0,C Attività manifatturiere,C 18 Stampa e riproduzione di supporti registrati,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,18,18,0,0,0
2020,0,C Attività manifatturiere,C 19 Fabbricazione di coke e prodotti derivanti dalla raffinaz...,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,2,2,0,0,0
2020,0,I Attività dei servizi di alloggio e di ristorazione,I 55 Alloggio,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,262,219,4,6,-2
2020,0,"M Attività professionali, scientifiche e tecniche",M 71 Attività degli studi di architettura e d'ingegneria; coll...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,201,176,2,5,-3
2020,0,C Attività manifatturiere,C 13 Industrie tessili,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,36,35,3,3,0
2020,0,"N Noleggio, agenzie di viaggio, servizi di supporto alle imp...",N 82 Attività di supporto per le funzioni d'ufficio e altri se...,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,97,84,3,1,2
2020,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,38,21,0,1,-1
2020,0,K Attività finanziarie e assicurative,"K 65 Assicurazioni, riassicurazioni e fondi pensione (escluse ...",SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,2,2,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,2,2,0,0,0
2020,0,C Attività manifatturiere,C 16 Industria del legno e dei prodotti in legno e sughero (es...,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,3,2,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 71 Attività degli studi di architettura e d'ingegneria; coll...,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,32,32,2,1,1
2020,0,I Attività dei servizi di alloggio e di ristorazione,I 56 Attività dei servizi di ristorazione,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,1279,1030,10,16,-6
2020,0,K Attività finanziarie e assicurative,K 64 Attività di servizi finanziari (escluse le assicurazioni ...,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,41,39,0,3,-3
2020,0,K Attività finanziarie e assicurative,K 66 Attività ausiliarie dei servizi finanziari e delle attivi...,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,3,2,0,0,0
2020,0,G Commercio all'ingrosso e al dettaglio; riparazione di aut...,G 45 Commercio all'ingrosso e al dettaglio e riparazione di au...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,239,238,6,11,-5
2020,0,C Attività manifatturiere,C 26 Fabbricazione di computer e prodotti di elettronica e ott...,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,2,1,0,0,0
2020,0,F Costruzioni,F 42 Ingegneria civile,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,23,23,1,0,1
2020,0,H Trasporto e magazzinaggio,H 50 Trasporto marittimo e per vie d'acqua,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,18,18,0,0,0
2020,0,C Attività manifatturiere,C 20 Fabbricazione di prodotti chimici,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,4,4,0,1,-1
2020,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,4,4,2,0,2
2020,0,X Imprese non classificate,X Imprese non classificate,SARDEGNA,CAGLIARI,SOCIETA' DI PERSONE,Totale imprese,971,2,113,24,89
2020,0,L Attività immobiliari,L 68 Attivita' immobiliari,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,809,695,6,9,-3
2020,0,C Attività manifatturiere,C 11 Industria delle bevande,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,29,27,0,0,0
2020,0,P Istruzione,P 85 Istruzione,SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,56,50,3,2,1
2020,0,J Servizi di informazione e comunicazione,"J 59 Attività di produzione cinematografica, di video e di pro...",SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,3,3,0,0,0
2020,0,F Costruzioni,F 41 Costruzione di edifici,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,1016,1009,48,52,-4
2020,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 90 Attività creative, artistiche e di intrattenimento",SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,61,56,1,1,0
2020,0,C Attività manifatturiere,C 17 Fabbricazione di carta e di prodotti di carta,SARDEGNA,SASSARI,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2020,0,"A Agricoltura, silvicoltura pesca",A 03 Pesca e acquacoltura,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,9,9,0,1,-1
2020,0,C Attività manifatturiere,C 10 Industrie alimentari,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,202,168,1,2,-1
2020,0,H Trasporto e magazzinaggio,H 53 Servizi postali e attività di corriere,SARDEGNA,NUORO,IMPRESE INDIVIDUALI,Totale imprese,18,18,0,0,0
2020,0,C Attività manifatturiere,C 32 Altre industrie manifatturiere,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,2,1,0,0,0
2020,0,C Attività manifatturiere,C 14 Confezione di articoli di abbigliamento; confezione di ar...,SARDEGNA,NUORO,SOCIETA' DI PERSONE,Totale imprese,3,3,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 69 Attività legali e contabilità,SARDEGNA,NUORO,ALTRE FORME,Totale imprese,2,2,0,0,0
2020,0,"M Attività professionali, scientifiche e tecniche",M 72 Ricerca scientifica e sviluppo,SARDEGNA,CAGLIARI,SOCIETA' DI CAPITALE,Totale imprese,66,57,4,2,2
2020,0,B Estrazione di minerali da cave e miniere,B 07 Estrazione di minerali metalliferi,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,1,1,0,0,0
2020,0,C Attività manifatturiere,C 27 Fabbricazione di apparecchiature elettriche ed apparecchi...,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,7,6,0,0,0
2020,0,Q Sanità e assistenza sociale,Q 86 Assistenza sanitaria,SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,17,16,0,1,-1
2020,0,C Attività manifatturiere,C 26 Fabbricazione di computer e prodotti di elettronica e ott...,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,8,8,0,0,0
2020,0,C Attività manifatturiere,C 22 Fabbricazione di articoli in gomma e materie plastiche,SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,2,1,0,0,0
2020,0,"R Attività artistiche, sportive, di intrattenimento e diver...","R 90 Attività creative, artistiche e di intrattenimento",SARDEGNA,SASSARI,SOCIETA' DI CAPITALE,Totale imprese,39,13,0,0,0
2020,0,K Attività finanziarie e assicurative,K 64 Attività di servizi finanziari (escluse le assicurazioni ...,SARDEGNA,NUORO,SOCIETA' DI CAPITALE,Totale imprese,7,6,0,0,0
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,CAGLIARI,IMPRESE INDIVIDUALI,Totale imprese,1770,1758,82,117,-35
2020,0,F Costruzioni,F 41 Costruzione di edifici,SARDEGNA,ORISTANO,IMPRESE INDIVIDUALI,Totale imprese,415,407,7,29,-22
2020,0,"E Fornitura di acqua; reti fognarie, attività di gestione d...","E 36 Raccolta, trattamento e fornitura di acqua",SARDEGNA,ORISTANO,SOCIETA' DI CAPITALE,Totale imprese,1,1,0,0,0
2020,0,C Attività manifatturiere,C 10 Industrie alimentari,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,47,30,0,0,0
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,CAGLIARI,ALTRE FORME,Totale imprese,51,45,0,0,0
2020,0,J Servizi di informazione e comunicazione,"J 59 Attività di produzione cinematografica, di video e di pro...",SARDEGNA,ORISTANO,SOCIETA' DI PERSONE,Totale imprese,1,1,0,0,0
2020,0,S Altre attività di servizi,S 96 Altre attività di servizi per la persona,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,34,29,0,1,-1
2020,0,"M Attività professionali, scientifiche e tecniche",M 69 Attività legali e contabilità,SARDEGNA,SASSARI,ALTRE FORME,Totale imprese,1,1,0,0,0
